char01,char02,char03,char04,char05,char06,char07,char08,Valid
s,y,l,p,d,x,p,*,invalid
l,u,f,*,*,*,*,*,invalid
n,v,e,q,u,d,x,*,invalid
n,i,g,*,*,*,*,*,invalid
f,w,v,r,w,h,u,*,invalid
t,y,d,w,*,*,*,*,invalid
s,t,u,m,p,s,*,*,valid
a,t,k,i,g,v,*,*,invalid
f,i,e,l,d,*,*,*,valid
v,o,a,*,*,*,*,*,invalid
x,p,m,v,v,o,*,*,invalid
q,j,j,l,o,k,u,*,invalid
x,g,w,l,j,i,*,*,invalid
g,u,p,v,q,j,s,*,invalid
v,v,p,*,*,*,*,*,invalid
s,u,i,k,t,*,*,*,invalid
i,h,d,b,o,d,*,*,invalid
c,a,r,p,s,*,*,*,valid
r,e,a,d,i,n,g,s,valid
o,d,d,n,e,s,s,*,valid
d,r,y,l,y,*,*,*,valid
s,k,i,n,n,y,*,*,valid
m,g,q,s,c,k,*,*,invalid
u,w,f,*,*,*,*,*,invalid
m,i,s,t,y,p,e,*,valid
c,h,a,n,c,e,l,*,valid
r,e,c,o,p,y,*,*,valid
c,o,d,d,e,d,*,*,valid
s,m,y,x,i,i,g,*,invalid
c,a,n,n,o,n,e,d,valid
g,j,a,e,l,h,*,*,invalid
g,k,g,*,*,*,*,*,invalid
b,e,e,c,h,n,u,t,valid
l,o,y,a,l,e,s,t,valid
e,x,t,*,*,*,*,*,invalid
b,h,j,i,*,*,*,*,invalid
c,a,p,i,t,o,l,s,valid
m,a,i,*,*,*,*,*,invalid
g,r,o,w,l,e,d,*,valid
w,e,d,d,e,d,*,*,valid
o,f,x,w,u,m,j,*,invalid
g,v,g,a,a,*,*,*,invalid
c,a,s,e,s,*,*,*,valid
a,d,h,e,s,i,v,e,valid
b,l,u,*,*,*,*,*,invalid
o,b,n,n,s,s,n,*,invalid
d,o,j,k,m,*,*,*,invalid
r,u,a,d,e,c,*,*,invalid
s,c,a,n,t,e,r,*,valid
w,r,h,i,m,b,v,*,invalid
o,d,u,p,n,l,s,*,invalid
x,t,i,q,*,*,*,*,invalid
k,l,x,k,m,u,x,*,invalid
f,u,r,r,i,e,s,t,valid
d,w,m,d,*,*,*,*,invalid
u,q,i,e,*,*,*,*,invalid
i,o,n,s,*,*,*,*,valid
w,e,s,x,j,k,l,*,invalid
m,f,c,y,*,*,*,*,invalid
k,e,c,a,q,*,*,*,invalid
p,o,k,e,r,*,*,*,valid
e,o,v,y,a,k,x,*,invalid
i,g,n,i,t,i,o,n,valid
j,l,h,n,*,*,*,*,invalid
w,e,a,m,v,*,*,*,invalid
a,i,r,b,r,u,s,h,valid
e,d,a,*,*,*,*,*,invalid
m,a,z,o,u,r,k,a,valid
o,g,s,w,*,*,*,*,invalid
h,e,c,t,o,r,*,*,valid
r,k,r,p,a,s,*,*,invalid
r,i,a,b,h,j,v,*,invalid
n,k,d,*,*,*,*,*,invalid
e,e,h,l,h,r,g,*,invalid
s,i,t,s,*,*,*,*,valid
u,h,u,h,i,v,h,*,invalid
n,c,i,e,y,*,*,*,invalid
s,h,o,v,i,n,g,*,valid
h,i,a,*,*,*,*,*,invalid
r,o,l,e,d,g,b,*,invalid
b,r,o,c,h,u,r,e,valid
h,b,y,k,j,r,h,*,invalid
a,x,t,t,q,k,f,*,invalid
d,a,a,x,i,j,n,*,invalid
m,q,i,c,p,d,*,*,invalid
j,t,i,a,*,*,*,*,invalid
b,d,m,*,*,*,*,*,invalid
f,o,r,t,u,n,e,*,valid
h,p,v,e,s,*,*,*,invalid
m,u,y,j,l,*,*,*,invalid
c,r,e,w,m,e,n,*,valid
a,g,o,n,i,z,e,d,valid
x,s,q,w,*,*,*,*,invalid
c,p,e,t,*,*,*,*,invalid
i,l,f,j,b,m,*,*,invalid
d,w,a,r,f,s,*,*,valid
f,e,r,r,y,*,*,*,valid
v,q,i,b,g,*,*,*,invalid
a,c,f,*,*,*,*,*,invalid
g,i,f,t,s,*,*,*,valid
u,r,e,t,h,r,a,e,valid
d,e,n,u,d,e,d,*,valid
k,i,l,l,e,r,*,*,valid
p,a,r,c,e,l,s,*,valid
r,i,v,a,l,i,n,g,valid
i,d,s,a,m,*,*,*,invalid
f,k,g,t,a,*,*,*,invalid
g,n,y,b,*,*,*,*,invalid
e,o,v,*,*,*,*,*,invalid
j,x,f,f,f,d,*,*,invalid
i,n,f,l,i,c,t,s,valid
w,t,d,m,*,*,*,*,invalid
u,w,u,d,s,q,*,*,invalid
g,y,h,r,h,*,*,*,invalid
w,g,o,m,i,*,*,*,invalid
k,q,k,i,v,u,l,*,invalid
t,d,l,v,s,q,*,*,invalid
s,h,r,i,l,l,e,r,valid
b,t,e,*,*,*,*,*,invalid
w,i,m,p,l,i,n,g,valid
m,k,c,w,k,y,f,*,invalid
d,h,a,*,*,*,*,*,invalid
m,g,y,y,w,e,m,*,invalid
e,n,n,i,*,*,*,*,invalid
g,s,g,*,*,*,*,*,invalid
e,m,e,r,g,e,*,*,valid
x,i,c,u,c,r,*,*,invalid
a,y,o,f,*,*,*,*,invalid
p,m,o,j,g,v,h,*,invalid
r,f,n,k,*,*,*,*,invalid
v,o,c,a,l,l,y,*,valid
c,e,l,e,r,y,*,*,valid
k,d,x,d,f,*,*,*,invalid
s,h,a,i,k,h,*,*,valid
d,i,m,e,*,*,*,*,valid
y,k,u,f,*,*,*,*,invalid
l,x,s,i,*,*,*,*,invalid
s,p,i,k,i,e,r,*,valid
s,t,i,c,k,i,e,s,valid
g,a,g,g,e,d,*,*,valid
v,i,c,t,u,a,l,s,valid
s,m,q,f,a,l,j,*,invalid
u,l,r,y,*,*,*,*,invalid
t,r,i,r,w,p,q,*,invalid
w,d,b,b,f,*,*,*,invalid
g,p,y,l,p,q,*,*,invalid
w,e,o,v,y,d,*,*,invalid
m,y,d,q,w,*,*,*,invalid
t,p,h,g,g,e,*,*,invalid
l,t,v,y,p,v,n,*,invalid
u,d,s,*,*,*,*,*,invalid
j,p,d,*,*,*,*,*,invalid
n,n,x,*,*,*,*,*,invalid
p,a,n,d,e,r,e,d,valid
p,o,n,i,e,s,*,*,valid
u,p,s,u,r,g,e,*,valid
l,r,a,*,*,*,*,*,invalid
x,n,g,n,h,*,*,*,invalid
w,f,b,x,*,*,*,*,invalid
i,q,e,a,i,*,*,*,invalid
t,i,u,u,j,*,*,*,invalid
r,u,n,n,e,r,*,*,valid
b,b,g,h,*,*,*,*,invalid
u,h,v,h,*,*,*,*,invalid
f,o,m,s,m,*,*,*,invalid
r,x,k,q,q,q,*,*,invalid
g,q,t,r,k,w,*,*,invalid
j,q,q,g,v,*,*,*,invalid
n,y,q,r,k,k,i,*,invalid
a,q,u,e,o,u,s,*,valid
l,o,d,e,s,t,a,r,valid
b,i,t,c,o,i,n,*,valid
i,m,s,c,s,l,m,*,invalid
s,t,a,n,d,s,*,*,valid
d,f,u,x,*,*,*,*,invalid
f,w,j,o,j,c,q,*,invalid
p,o,d,r,a,f,t,*,invalid
n,s,d,i,h,*,*,*,invalid
p,s,e,y,h,*,*,*,invalid
s,y,s,t,e,m,*,*,valid
v,a,h,s,*,*,*,*,invalid
r,k,r,i,y,*,*,*,invalid
w,j,n,*,*,*,*,*,invalid
n,o,n,e,v,e,n,t,valid
r,e,s,u,l,t,s,*,valid
q,p,w,q,*,*,*,*,invalid
a,r,m,b,a,n,d,s,valid
m,m,q,j,n,*,*,*,invalid
s,o,e,l,q,*,*,*,invalid
n,o,t,i,f,y,*,*,valid
c,q,r,*,*,*,*,*,invalid
d,r,i,e,r,s,*,*,valid
u,a,l,x,v,n,*,*,invalid
m,i,c,h,i,*,*,*,valid
t,s,b,r,g,g,*,*,invalid
d,e,b,u,n,k,*,*,valid
c,y,n,e,l,r,*,*,invalid
f,l,d,*,*,*,*,*,invalid
d,u,n,n,o,*,*,*,valid
i,t,a,i,*,*,*,*,valid
p,r,u,n,e,d,*,*,valid
y,t,x,e,y,*,*,*,invalid
s,t,r,o,p,h,e,*,valid
k,e,p,u,k,f,r,*,invalid
o,p,e,n,s,*,*,*,invalid
m,f,d,u,x,h,e,*,invalid
b,i,s,h,o,p,s,*,valid
b,d,w,r,*,*,*,*,invalid
d,r,b,*,*,*,*,*,invalid
j,r,e,i,*,*,*,*,invalid
l,i,c,e,n,s,e,e,valid
r,e,s,i,d,e,n,t,valid
y,e,u,*,*,*,*,*,invalid
b,k,q,f,y,k,*,*,invalid
h,e,f,k,*,*,*,*,invalid
e,r,e,c,t,s,*,*,valid
p,v,a,p,x,k,x,*,invalid
t,x,y,g,w,*,*,*,invalid
x,c,j,q,u,*,*,*,invalid
b,e,a,r,d,*,*,*,valid
f,g,x,q,f,j,a,*,invalid
b,j,s,*,*,*,*,*,invalid
j,r,i,l,c,m,e,*,invalid
a,w,a,k,e,s,*,*,valid
w,a,g,g,l,i,n,g,valid
n,a,g,a,r,a,*,*,valid
m,a,n,t,l,e,s,*,valid
r,n,w,s,j,p,a,*,invalid
p,m,c,o,p,*,*,*,invalid
h,v,u,k,*,*,*,*,invalid
w,t,n,f,l,i,*,*,invalid
a,r,s,w,a,*,*,*,invalid
w,i,z,z,e,s,*,*,valid
s,e,d,a,t,i,n,g,valid
l,p,l,q,e,i,t,*,invalid
v,f,q,s,w,k,*,*,invalid
c,j,l,v,k,w,*,*,invalid
o,l,q,s,*,*,*,*,invalid
p,a,r,i,t,y,*,*,valid
n,k,f,t,*,*,*,*,invalid
f,l,o,o,d,l,i,t,valid
a,n,t,i,s,*,*,*,valid
b,k,m,g,m,l,*,*,invalid
h,e,n,c,h,m,a,n,valid
l,v,x,j,s,x,q,*,invalid
n,o,o,p,l,m,*,*,invalid
s,a,d,d,l,i,n,g,valid
c,h,u,g,g,i,n,g,valid
m,k,h,n,t,m,j,*,invalid
y,s,l,*,*,*,*,*,invalid
b,e,g,g,a,r,*,*,valid
f,q,g,i,*,*,*,*,invalid
t,a,s,t,e,r,*,*,valid
b,g,g,x,q,h,*,*,invalid
j,h,g,d,x,*,*,*,invalid
m,j,x,g,v,u,*,*,invalid
p,p,j,j,e,*,*,*,invalid
u,f,x,a,*,*,*,*,invalid
m,o,t,b,*,*,*,*,invalid
u,e,l,j,*,*,*,*,invalid
h,p,b,*,*,*,*,*,invalid
t,b,q,g,d,b,a,*,invalid
m,i,v,a,v,*,*,*,invalid
s,e,t,*,*,*,*,*,valid
b,h,p,h,h,u,y,*,invalid
r,f,t,c,g,*,*,*,invalid
h,k,m,*,*,*,*,*,invalid
h,k,m,a,w,m,b,*,invalid
d,k,s,r,w,*,*,*,invalid
s,b,i,*,*,*,*,*,invalid
j,u,r,y,*,*,*,*,valid
o,k,t,r,k,r,b,*,invalid
n,e,w,s,i,e,s,t,valid
x,c,a,o,c,t,*,*,invalid
x,p,o,*,*,*,*,*,invalid
b,x,j,c,h,l,e,*,invalid
f,r,e,e,i,n,g,*,valid
g,x,d,l,e,*,*,*,invalid
c,q,b,f,v,*,*,*,invalid
n,a,r,r,o,w,s,*,valid
b,o,a,s,t,e,r,s,valid
b,y,b,u,y,*,*,*,invalid
p,p,n,f,r,h,l,*,invalid
u,y,k,g,*,*,*,*,invalid
p,o,h,*,*,*,*,*,invalid
s,l,e,j,c,u,*,*,invalid
f,r,a,t,*,*,*,*,valid
l,c,h,*,*,*,*,*,invalid
g,n,s,y,a,s,v,*,invalid
v,h,k,*,*,*,*,*,invalid
p,a,w,n,s,h,o,p,valid
s,c,u,r,r,i,e,s,valid
u,u,n,u,n,j,*,*,invalid
q,y,g,r,t,s,*,*,invalid
s,p,e,e,d,i,l,y,valid
m,i,j,j,v,u,l,*,invalid
s,a,l,l,y,*,*,*,valid
t,p,a,*,*,*,*,*,invalid
m,e,e,t,*,*,*,*,valid
i,a,i,*,*,*,*,*,invalid
q,a,c,e,u,*,*,*,invalid
i,v,e,*,*,*,*,*,invalid
o,b,n,a,*,*,*,*,invalid
h,e,s,l,a,l,*,*,invalid
a,l,x,d,a,m,h,*,invalid
n,e,c,k,c,m,*,*,invalid
d,y,k,*,*,*,*,*,invalid
e,l,e,c,t,r,i,c,valid
a,b,x,t,*,*,*,*,invalid
b,r,a,w,n,i,e,r,valid
e,e,d,s,c,p,s,*,invalid
y,q,d,w,b,u,g,*,invalid
j,l,f,s,x,c,p,*,invalid
n,u,t,t,y,*,*,*,valid
r,a,v,a,g,e,s,*,valid
p,u,r,l,s,*,*,*,valid
w,h,e,l,p,*,*,*,valid
d,a,n,d,l,e,d,*,valid
s,u,p,p,o,s,e,*,valid
a,p,c,l,h,*,*,*,invalid
n,r,o,q,n,w,a,*,invalid
v,h,i,g,e,t,*,*,invalid
d,e,c,a,n,t,*,*,valid
e,k,o,*,*,*,*,*,invalid
g,l,a,r,e,s,*,*,valid
j,p,q,c,f,v,b,*,invalid
n,u,t,m,e,a,t,*,valid
n,o,v,e,l,*,*,*,valid
b,e,s,t,i,r,s,*,valid
k,s,n,c,m,j,i,*,invalid
h,g,q,i,l,v,a,*,invalid
o,e,m,u,g,*,*,*,invalid
a,l,e,r,t,e,d,*,valid
j,y,u,e,k,k,*,*,invalid
m,g,i,s,*,*,*,*,invalid
o,t,p,o,m,u,o,*,invalid
w,e,s,q,n,o,*,*,invalid
t,e,m,p,o,*,*,*,valid
c,r,e,o,l,e,*,*,valid
x,o,y,r,v,*,*,*,invalid
x,v,t,t,f,p,k,*,invalid
c,l,a,s,s,i,c,s,valid
q,t,c,d,f,y,w,*,invalid
y,v,m,*,*,*,*,*,invalid
o,p,i,n,i,o,n,s,valid
l,a,d,d,e,r,s,*,valid
e,f,d,d,*,*,*,*,invalid
l,i,m,e,s,*,*,*,valid
e,c,w,f,*,*,*,*,invalid
p,p,w,f,g,*,*,*,invalid
l,q,f,h,i,*,*,*,invalid
w,i,z,a,r,d,r,y,valid
r,u,n,n,e,l,s,*,valid
u,l,c,b,t,*,*,*,invalid
u,s,f,n,f,g,*,*,invalid
c,y,d,*,*,*,*,*,invalid
e,r,a,j,t,u,u,*,invalid
j,t,m,v,t,a,o,*,invalid
q,g,j,u,*,*,*,*,invalid
s,a,v,o,r,*,*,*,valid
h,v,n,n,x,k,*,*,invalid
y,q,f,d,m,t,o,*,invalid
e,h,b,f,k,w,*,*,invalid
q,j,u,o,m,q,*,*,invalid
t,h,r,a,l,l,s,*,valid
m,i,k,w,g,g,w,*,invalid
d,e,b,a,t,i,n,g,valid
n,f,q,g,n,m,*,*,invalid
g,r,g,r,*,*,*,*,invalid
l,o,s,t,*,*,*,*,valid
y,v,m,r,f,*,*,*,invalid
p,q,y,*,*,*,*,*,invalid
x,w,v,*,*,*,*,*,invalid
m,i,d,w,i,f,e,*,valid
k,d,u,k,r,d,r,*,invalid
d,e,b,a,s,e,s,*,valid
n,h,j,*,*,*,*,*,invalid
n,f,c,a,v,l,l,*,invalid
p,u,f,f,i,n,s,*,valid
r,a,r,*,*,*,*,*,invalid
c,o,m,m,a,n,d,s,valid
v,n,a,n,*,*,*,*,invalid
w,d,p,k,x,*,*,*,invalid
r,q,x,l,q,*,*,*,invalid
m,n,q,*,*,*,*,*,invalid
c,r,u,s,a,d,e,s,valid
r,e,c,e,n,t,*,*,valid
x,g,h,e,n,*,*,*,invalid
g,q,q,e,v,x,*,*,invalid
s,v,s,l,r,m,b,*,invalid
a,i,d,e,s,*,*,*,valid
c,o,f,f,i,n,e,d,valid
d,w,p,p,*,*,*,*,invalid
b,r,e,w,i,n,g,*,valid
w,i,q,b,i,*,*,*,invalid
s,l,a,t,h,e,r,s,valid
v,u,e,g,*,*,*,*,invalid
c,r,e,e,d,s,*,*,valid
w,s,p,t,m,*,*,*,invalid
s,a,r,e,e,*,*,*,valid
e,y,n,q,*,*,*,*,invalid
b,a,r,r,a,c,k,*,valid
g,m,r,l,b,w,*,*,invalid
t,e,a,s,*,*,*,*,valid
d,u,n,r,*,*,*,*,invalid
j,o,k,i,n,g,l,y,valid
x,g,t,d,r,i,*,*,invalid
y,q,u,e,u,g,*,*,invalid
h,o,s,t,s,*,*,*,valid
f,i,s,c,a,l,s,*,valid
l,o,u,s,y,*,*,*,valid
p,e,o,q,a,l,m,*,invalid
c,h,e,v,r,o,n,s,valid
d,l,k,k,j,d,u,*,invalid
g,u,e,s,s,e,r,s,valid
y,v,u,s,b,b,g,*,invalid
t,f,q,*,*,*,*,*,invalid
d,e,p,o,r,t,e,d,valid
p,h,d,b,*,*,*,*,invalid
w,l,h,r,p,s,*,*,invalid
p,r,e,d,a,t,e,s,valid
n,q,r,t,i,l,i,*,invalid
c,a,v,h,x,q,u,*,invalid
s,i,n,g,e,r,*,*,valid
h,i,k,o,u,k,i,*,valid
j,t,r,u,*,*,*,*,invalid
l,a,u,n,c,h,e,s,valid
v,f,k,s,d,k,*,*,invalid
o,g,q,*,*,*,*,*,invalid
a,n,a,l,*,*,*,*,valid
p,r,t,c,*,*,*,*,invalid
c,w,r,*,*,*,*,*,invalid
b,e,h,k,d,b,*,*,invalid
a,n,g,r,i,e,s,t,valid
v,i,l,l,a,g,e,*,valid
d,o,w,n,h,i,l,l,valid
f,k,i,w,r,e,r,*,invalid
d,e,a,l,e,r,s,*,valid
l,h,i,a,*,*,*,*,invalid
s,u,m,a,c,*,*,*,valid
i,g,y,d,*,*,*,*,invalid
p,o,d,s,t,g,u,*,invalid
d,r,u,d,g,i,n,g,valid
h,a,r,d,l,y,*,*,valid
y,q,a,e,i,*,*,*,invalid
o,y,m,g,k,y,d,*,invalid
p,g,g,*,*,*,*,*,invalid
y,i,q,d,b,a,b,*,invalid
w,r,l,f,e,d,*,*,invalid
m,o,b,s,t,e,r,*,valid
t,w,l,w,h,t,*,*,invalid
g,t,w,*,*,*,*,*,invalid
n,k,f,*,*,*,*,*,invalid
c,e,h,*,*,*,*,*,invalid
l,j,d,*,*,*,*,*,invalid
v,x,y,y,f,p,u,*,invalid
h,a,n,g,o,v,e,r,valid
l,m,y,*,*,*,*,*,invalid
d,a,n,c,i,n,g,*,valid
n,e,r,v,i,y,w,*,invalid
b,r,e,w,*,*,*,*,valid
d,t,t,g,k,t,u,*,invalid
t,o,u,*,*,*,*,*,invalid
a,w,d,m,e,*,*,*,invalid
h,e,x,*,*,*,*,*,valid
a,t,h,n,r,*,*,*,invalid
k,h,g,*,*,*,*,*,invalid
i,t,h,y,*,*,*,*,invalid
v,d,u,w,*,*,*,*,invalid
t,x,q,u,d,*,*,*,invalid
w,b,f,q,*,*,*,*,invalid
j,e,i,*,*,*,*,*,invalid
j,n,x,b,t,*,*,*,invalid
v,i,s,i,t,e,d,*,valid
e,n,c,o,m,*,*,*,invalid
a,i,e,r,u,*,*,*,invalid
o,k,q,h,*,*,*,*,invalid
x,i,a,a,*,*,*,*,invalid
m,o,s,s,i,e,r,*,valid
d,i,g,a,*,*,*,*,invalid
e,y,l,*,*,*,*,*,invalid
n,u,b,i,l,e,*,*,valid
a,a,s,s,r,s,f,*,invalid
l,t,k,e,m,n,*,*,invalid
i,m,g,*,*,*,*,*,invalid
p,r,e,v,e,n,t,*,valid
k,e,x,i,*,*,*,*,invalid
o,a,t,f,d,a,e,*,invalid
a,b,o,u,n,d,e,d,valid
d,y,b,q,k,a,*,*,invalid
k,e,p,y,r,*,*,*,invalid
v,i,n,e,y,a,r,d,valid
o,v,a,t,i,o,n,*,valid
s,i,p,x,n,d,*,*,invalid
u,n,c,t,i,o,n,*,valid
c,h,r,i,s,t,e,n,valid
b,w,t,w,*,*,*,*,invalid
l,b,b,i,c,d,*,*,invalid
d,r,a,g,o,n,*,*,valid
d,t,o,u,r,*,*,*,invalid
n,a,b,o,b,*,*,*,valid
h,o,b,b,i,e,s,*,valid
v,g,q,e,k,y,j,*,invalid
d,e,a,r,t,h,*,*,valid
y,o,g,u,r,t,*,*,valid
i,t,b,b,b,t,*,*,invalid
f,l,a,m,e,n,c,o,valid
r,o,c,k,e,t,r,y,valid
k,u,h,l,*,*,*,*,invalid
s,c,h,l,o,c,k,*,valid
p,u,f,d,m,f,*,*,invalid
i,g,s,h,d,d,w,*,invalid
d,g,k,p,i,u,*,*,invalid
e,d,a,m,a,m,e,*,valid
v,d,c,e,s,*,*,*,invalid
b,i,s,q,u,e,*,*,valid
r,v,o,*,*,*,*,*,invalid
u,n,c,u,t,*,*,*,valid
s,y,m,m,e,t,r,y,valid
r,e,n,a,m,i,n,g,valid
q,j,r,y,m,m,a,*,invalid
k,r,a,*,*,*,*,*,invalid
v,t,s,n,*,*,*,*,invalid
b,o,b,s,l,e,d,s,valid
s,m,i,t,e,s,*,*,valid
o,t,w,a,j,u,*,*,invalid
i,c,q,g,*,*,*,*,invalid
l,u,m,p,*,*,*,*,valid
v,v,u,*,*,*,*,*,invalid
p,a,r,t,i,n,g,s,valid
o,k,u,t,h,*,*,*,invalid
i,y,r,y,i,q,*,*,invalid
q,e,f,i,b,n,i,*,invalid
u,n,l,o,c,k,s,*,valid
h,q,o,*,*,*,*,*,invalid
x,j,r,v,h,*,*,*,invalid
c,m,q,l,y,h,a,*,invalid
p,i,e,b,a,l,d,s,valid
b,p,k,j,f,h,*,*,invalid
x,i,f,*,*,*,*,*,invalid
p,u,y,l,w,s,v,*,invalid
d,a,f,f,y,*,*,*,valid
k,i,u,y,f,l,f,*,invalid
r,y,q,b,*,*,*,*,invalid
t,a,k,e,o,u,t,*,valid
j,w,u,*,*,*,*,*,invalid
c,w,g,w,j,e,q,*,invalid
o,r,m,*,*,*,*,*,invalid
p,e,o,w,m,*,*,*,invalid
z,i,n,g,i,n,g,*,valid
t,h,u,m,b,s,*,*,valid
d,a,r,l,i,n,g,*,valid
a,u,b,*,*,*,*,*,invalid
u,k,x,q,h,*,*,*,invalid
h,y,d,r,a,e,*,*,valid
g,w,g,r,i,x,h,*,invalid
h,m,h,o,q,n,*,*,invalid
n,e,w,r,j,*,*,*,invalid
a,l,t,c,t,*,*,*,invalid
s,h,i,p,p,e,d,*,valid
l,g,g,o,w,u,b,*,invalid
s,e,m,e,s,t,e,r,valid
y,t,u,s,g,*,*,*,invalid
v,i,d,e,o,*,*,*,valid
y,p,e,*,*,*,*,*,invalid
m,o,o,n,s,*,*,*,valid
v,l,p,e,w,s,*,*,invalid
g,j,f,u,a,*,*,*,invalid
h,u,f,f,y,*,*,*,valid
s,h,o,a,l,i,n,g,valid
b,g,w,t,u,p,a,*,invalid
a,u,t,h,o,r,s,*,valid
w,a,i,v,e,d,*,*,valid
p,a,l,a,t,e,*,*,valid
l,t,w,*,*,*,*,*,invalid
j,u,m,b,l,e,d,*,valid
c,l,y,*,*,*,*,*,invalid
q,m,u,t,b,*,*,*,invalid
d,a,u,b,s,*,*,*,valid
a,w,e,*,*,*,*,*,invalid
o,x,w,c,*,*,*,*,invalid
q,s,i,l,f,o,s,*,invalid
y,a,c,b,m,*,*,*,invalid
p,a,w,u,u,*,*,*,invalid
y,q,i,*,*,*,*,*,invalid
v,t,d,j,*,*,*,*,invalid
w,a,s,h,i,*,*,*,valid
l,e,a,f,i,n,g,*,valid
h,f,u,*,*,*,*,*,invalid
h,h,x,o,*,*,*,*,invalid
b,n,u,w,i,s,*,*,invalid
c,r,e,s,t,s,*,*,valid
b,t,l,b,y,*,*,*,invalid
g,r,a,t,e,r,*,*,valid
d,s,b,*,*,*,*,*,invalid
b,i,r,d,*,*,*,*,valid
i,t,w,l,h,n,u,*,invalid
y,a,a,q,*,*,*,*,invalid
g,s,v,m,l,*,*,*,invalid
t,e,m,p,e,r,s,*,valid
g,n,a,w,s,*,*,*,valid
a,n,s,s,*,*,*,*,invalid
e,s,m,c,*,*,*,*,invalid
h,o,m,e,r,o,o,m,valid
p,a,n,d,a,*,*,*,valid
b,l,e,a,t,e,d,*,valid
v,h,i,*,*,*,*,*,invalid
h,y,n,s,*,*,*,*,invalid
s,c,r,u,n,c,h,*,valid
j,a,p,e,d,*,*,*,valid
n,d,e,j,x,*,*,*,invalid
r,a,t,i,n,g,s,*,valid
t,u,b,e,l,e,s,s,valid
b,u,o,q,*,*,*,*,invalid
m,d,g,q,*,*,*,*,invalid
w,g,i,q,p,k,*,*,invalid
x,u,e,q,g,f,*,*,invalid
f,k,v,q,r,o,a,*,invalid
t,h,i,n,k,e,r,*,valid
d,p,s,i,w,h,*,*,invalid
j,u,o,s,d,a,s,*,invalid
y,m,t,*,*,*,*,*,invalid
t,v,i,e,b,y,g,*,invalid
r,m,u,s,*,*,*,*,invalid
c,l,u,n,g,*,*,*,valid
v,o,q,w,*,*,*,*,invalid
j,h,r,*,*,*,*,*,invalid
x,r,f,u,e,b,*,*,invalid
s,e,a,b,i,r,d,s,valid
p,m,n,h,*,*,*,*,invalid
a,d,j,u,s,t,s,*,valid
c,h,u,t,z,p,a,h,valid
x,r,b,m,s,d,*,*,invalid
d,e,h,c,d,u,r,*,invalid
b,u,m,p,k,i,n,s,valid
d,o,e,j,d,*,*,*,invalid
i,e,t,r,o,*,*,*,invalid
y,a,o,m,a,*,*,*,invalid
o,r,b,k,*,*,*,*,invalid
x,k,s,p,*,*,*,*,invalid
y,g,p,l,*,*,*,*,invalid
w,n,v,n,c,y,*,*,invalid
u,g,u,m,*,*,*,*,invalid
t,h,b,c,j,u,*,*,invalid
d,e,m,i,s,e,*,*,valid
s,u,p,s,*,*,*,*,valid
p,o,r,e,s,*,*,*,valid
f,f,i,j,c,w,w,*,invalid
u,x,g,b,*,*,*,*,invalid
m,u,s,e,*,*,*,*,valid
g,l,o,s,s,i,e,r,valid
s,w,a,j,f,k,*,*,invalid
a,s,a,*,*,*,*,*,valid
o,e,x,i,q,q,*,*,invalid
y,g,i,w,*,*,*,*,invalid
l,e,f,t,y,*,*,*,valid
y,m,r,o,m,h,*,*,invalid
k,e,p,*,*,*,*,*,invalid
r,a,i,d,e,r,s,*,valid
s,t,a,p,l,e,*,*,valid
j,h,a,b,h,j,*,*,invalid
b,r,o,o,m,s,*,*,valid
q,i,l,v,*,*,*,*,invalid
c,e,n,s,o,r,s,*,valid
o,x,q,k,v,s,u,*,invalid
o,l,f,p,m,c,j,*,invalid
a,t,s,c,a,*,*,*,invalid
f,c,b,u,*,*,*,*,invalid
j,o,b,*,*,*,*,*,valid
y,w,i,v,*,*,*,*,invalid
b,r,i,m,m,i,n,g,valid
s,u,p,p,e,r,*,*,valid
l,o,o,n,i,e,r,*,valid
l,e,r,*,*,*,*,*,invalid
c,o,p,i,e,d,*,*,valid
s,t,a,r,l,e,s,s,valid
o,o,k,p,b,f,*,*,invalid
u,b,x,k,j,*,*,*,invalid
h,i,p,t,*,*,*,*,invalid
p,c,f,d,d,w,*,*,invalid
i,l,y,e,*,*,*,*,invalid
r,e,e,r,*,*,*,*,invalid
o,q,f,v,e,*,*,*,invalid
r,a,y,b,k,w,x,*,invalid
k,a,j,r,j,o,*,*,invalid
r,e,s,c,i,n,d,*,valid
q,x,q,u,f,*,*,*,invalid
g,a,t,y,n,n,*,*,invalid
k,v,s,m,q,f,p,*,invalid
v,d,w,w,e,*,*,*,invalid
k,q,b,o,x,*,*,*,invalid
h,i,c,*,*,*,*,*,invalid
b,l,i,s,s,f,u,l,valid
s,w,i,m,s,*,*,*,valid
h,v,w,s,g,u,l,*,invalid
d,j,d,x,b,*,*,*,invalid
l,i,v,i,d,*,*,*,valid
m,a,n,t,l,e,d,*,valid
n,a,s,t,i,e,s,t,valid
x,u,d,c,u,p,u,*,invalid
o,g,g,c,p,*,*,*,invalid
k,a,f,u,c,*,*,*,invalid
b,f,o,j,*,*,*,*,invalid
k,u,b,h,o,v,p,*,invalid
e,i,p,q,*,*,*,*,invalid
r,o,o,m,*,*,*,*,valid
j,o,o,k,h,j,b,*,invalid
b,g,i,b,r,*,*,*,invalid
r,x,t,l,x,w,*,*,invalid
u,n,i,f,y,i,n,g,valid
a,e,r,y,*,*,*,*,valid
