char01,char02,char03,char04,char05,char06,char07,char08,Valid
h,k,n,*,*,*,*,*,invalid
d,v,t,u,r,j,*,*,invalid
v,y,d,t,*,*,*,*,invalid
v,d,t,k,l,i,*,*,invalid
m,m,t,r,m,q,y,*,invalid
g,a,i,*,*,*,*,*,invalid
i,l,l,e,g,a,l,*,valid
s,i,d,e,d,*,*,*,valid
t,a,b,u,l,a,t,e,valid
p,h,e,a,*,*,*,*,invalid
p,d,y,*,*,*,*,*,invalid
k,p,j,*,*,*,*,*,invalid
v,e,i,n,s,*,*,*,valid
c,x,t,o,h,*,*,*,invalid
o,f,c,t,g,i,*,*,invalid
s,k,i,m,s,*,*,*,valid
o,g,e,n,q,a,r,*,invalid
t,u,n,i,c,s,*,*,valid
i,p,t,x,*,*,*,*,invalid
k,m,q,*,*,*,*,*,invalid
g,n,y,*,*,*,*,*,invalid
c,v,j,e,k,*,*,*,invalid
b,r,a,c,e,*,*,*,valid
m,i,b,*,*,*,*,*,invalid
s,u,b,g,d,*,*,*,invalid
k,i,i,k,*,*,*,*,invalid
r,o,s,i,n,s,*,*,valid
p,i,q,u,e,*,*,*,valid
p,x,f,g,x,i,s,*,invalid
q,u,e,l,l,*,*,*,valid
a,c,u,t,e,*,*,*,valid
s,t,e,a,d,*,*,*,valid
x,x,j,m,d,p,*,*,invalid
f,x,e,*,*,*,*,*,invalid
m,f,g,r,x,f,*,*,invalid
w,h,a,l,e,d,*,*,valid
y,x,i,n,h,d,*,*,invalid
c,l,o,u,t,e,d,*,valid
c,d,b,v,c,*,*,*,invalid
b,h,e,*,*,*,*,*,invalid
a,b,c,t,l,y,q,*,invalid
i,n,t,u,i,t,e,d,valid
j,h,p,i,*,*,*,*,invalid
w,x,n,*,*,*,*,*,invalid
m,u,r,a,s,a,k,i,valid
u,v,c,o,*,*,*,*,invalid
p,l,u,n,g,e,*,*,valid
n,e,b,u,l,a,s,*,valid
d,o,j,u,q,*,*,*,invalid
y,e,q,f,b,*,*,*,invalid
f,x,w,w,u,*,*,*,invalid
r,e,p,a,i,r,s,*,valid
a,r,m,a,d,a,s,*,valid
b,n,o,q,g,*,*,*,invalid
s,e,a,m,*,*,*,*,valid
g,d,n,r,*,*,*,*,invalid
v,m,u,*,*,*,*,*,invalid
c,w,h,v,k,k,t,*,invalid
r,d,n,s,j,*,*,*,invalid
t,a,m,p,*,*,*,*,valid
j,o,c,u,l,a,r,*,valid
s,u,e,s,*,*,*,*,valid
c,a,n,o,p,i,e,d,valid
r,u,x,*,*,*,*,*,invalid
u,o,d,d,g,*,*,*,invalid
v,n,b,r,f,*,*,*,invalid
b,u,l,l,r,i,n,g,valid
i,x,g,k,u,p,*,*,invalid
p,k,n,a,a,c,*,*,invalid
f,k,k,*,*,*,*,*,invalid
i,n,d,o,r,s,e,d,valid
g,w,s,c,a,x,a,*,invalid
i,n,s,h,o,r,e,*,valid
i,p,a,d,t,e,w,*,invalid
d,e,p,r,i,v,e,d,valid
b,u,s,s,e,s,*,*,valid
i,n,f,a,n,c,y,*,valid
l,q,e,*,*,*,*,*,invalid
a,c,a,d,e,m,y,*,valid
g,o,r,g,e,d,*,*,valid
l,i,n,e,a,l,*,*,valid
h,j,d,t,y,i,*,*,invalid
c,j,v,m,e,k,x,*,invalid
c,w,y,t,r,*,*,*,invalid
p,l,u,m,p,s,*,*,valid
e,v,a,d,e,s,*,*,valid
r,l,l,c,*,*,*,*,invalid
d,a,v,w,i,*,*,*,invalid
b,a,l,l,o,o,n,*,valid
s,t,a,n,d,b,y,*,valid
e,a,r,t,h,e,n,*,valid
l,q,q,j,s,*,*,*,invalid
q,c,e,*,*,*,*,*,invalid
b,o,l,h,*,*,*,*,invalid
p,o,c,k,i,n,g,*,valid
f,k,f,*,*,*,*,*,invalid
y,i,d,l,t,c,*,*,invalid
k,q,p,v,i,*,*,*,invalid
l,p,b,w,*,*,*,*,invalid
i,x,v,*,*,*,*,*,invalid
g,r,l,*,*,*,*,*,invalid
u,p,t,u,r,n,s,*,valid
y,m,m,d,*,*,*,*,invalid
l,c,e,*,*,*,*,*,invalid
p,x,c,e,b,s,*,*,invalid
n,m,y,g,m,o,l,*,invalid
d,e,n,t,u,r,e,*,valid
n,t,k,x,a,r,*,*,invalid
u,v,g,o,a,*,*,*,invalid
y,p,j,f,p,*,*,*,invalid
i,t,k,e,*,*,*,*,invalid
s,a,y,c,b,n,*,*,invalid
w,h,e,t,*,*,*,*,valid
x,y,l,x,*,*,*,*,invalid
u,x,m,u,o,*,*,*,invalid
b,r,c,l,c,*,*,*,invalid
t,g,l,w,*,*,*,*,invalid
c,s,g,y,j,k,u,*,invalid
s,t,a,c,k,i,n,g,valid
n,x,f,d,q,w,q,*,invalid
i,t,x,k,w,*,*,*,invalid
w,y,x,k,r,*,*,*,invalid
t,d,s,*,*,*,*,*,invalid
w,q,c,y,f,*,*,*,invalid
f,s,r,v,w,h,i,*,invalid
s,d,w,*,*,*,*,*,invalid
p,r,e,s,e,t,*,*,valid
r,e,q,k,b,k,*,*,invalid
x,s,q,*,*,*,*,*,invalid
d,h,x,p,*,*,*,*,invalid
h,o,u,s,e,t,o,p,valid
p,o,r,t,a,l,s,*,valid
n,r,v,o,j,*,*,*,invalid
q,s,c,m,t,u,g,*,invalid
j,y,r,l,d,o,k,*,invalid
v,u,u,m,*,*,*,*,invalid
e,w,q,d,d,m,e,*,invalid
l,a,t,e,s,t,*,*,valid
t,i,n,t,e,d,*,*,valid
u,a,w,l,p,s,f,*,invalid
d,c,u,s,u,y,*,*,invalid
c,h,e,e,r,*,*,*,valid
j,g,j,j,x,l,q,*,invalid
f,p,b,j,b,a,h,*,invalid
c,h,a,l,k,i,e,r,valid
w,i,s,h,i,n,g,*,valid
y,i,h,h,m,y,h,*,invalid
h,e,r,o,i,c,s,*,valid
j,m,f,v,v,*,*,*,invalid
a,n,g,l,e,s,*,*,valid
a,u,m,p,v,r,b,*,invalid
r,d,n,m,k,y,*,*,invalid
l,p,t,n,t,a,*,*,invalid
b,a,b,f,m,u,t,*,invalid
l,e,a,g,u,e,s,*,valid
f,h,m,g,x,u,*,*,invalid
t,s,k,a,d,a,*,*,invalid
k,p,w,t,b,i,*,*,invalid
w,a,r,p,i,n,g,*,valid
p,c,t,*,*,*,*,*,invalid
m,v,t,y,q,l,q,*,invalid
p,r,o,c,l,a,i,m,valid
q,l,r,c,q,a,*,*,invalid
y,u,i,*,*,*,*,*,invalid
a,o,b,l,*,*,*,*,invalid
u,n,x,a,d,b,*,*,invalid
q,e,h,m,*,*,*,*,invalid
r,u,s,t,l,e,s,*,valid
o,n,y,x,e,s,*,*,valid
j,m,r,y,u,s,g,*,invalid
l,o,o,p,n,s,*,*,invalid
m,i,s,h,a,p,s,*,valid
d,q,s,g,f,r,m,*,invalid
f,i,t,f,u,l,l,y,valid
l,e,a,d,s,*,*,*,valid
s,j,b,x,*,*,*,*,invalid
y,q,g,b,l,e,*,*,invalid
v,j,t,e,*,*,*,*,invalid
r,l,n,e,m,q,r,*,invalid
h,q,j,j,q,i,*,*,invalid
x,f,r,s,q,*,*,*,invalid
o,y,o,e,m,u,o,*,invalid
a,d,m,o,*,*,*,*,invalid
c,h,a,n,g,e,d,*,valid
v,a,r,i,a,t,e,*,valid
g,u,m,*,*,*,*,*,invalid
c,f,a,o,c,e,*,*,invalid
t,e,n,o,n,i,n,g,valid
d,u,s,f,*,*,*,*,invalid
g,x,y,r,u,g,*,*,invalid
m,c,c,q,d,p,*,*,invalid
p,f,p,q,h,u,*,*,invalid
a,g,i,*,*,*,*,*,invalid
l,g,o,g,l,v,*,*,invalid
b,k,b,m,u,*,*,*,invalid
e,i,i,*,*,*,*,*,invalid
f,q,x,*,*,*,*,*,invalid
k,d,p,j,n,r,*,*,invalid
e,n,w,i,m,l,g,*,invalid
t,v,o,i,j,*,*,*,invalid
c,e,v,g,*,*,*,*,invalid
t,o,p,a,z,e,s,*,valid
g,o,d,d,e,s,s,*,valid
m,e,j,g,e,*,*,*,invalid
a,q,j,g,f,x,p,*,invalid
o,e,k,*,*,*,*,*,invalid
m,u,s,c,l,i,n,g,valid
r,o,o,f,e,r,s,*,valid
e,v,q,m,d,*,*,*,invalid
e,h,l,a,m,*,*,*,invalid
j,q,f,*,*,*,*,*,invalid
t,s,n,d,v,f,h,*,invalid
b,l,i,p,s,*,*,*,valid
s,r,g,*,*,*,*,*,invalid
a,g,k,c,*,*,*,*,invalid
b,r,v,d,*,*,*,*,invalid
w,e,i,r,d,l,y,*,valid
p,r,e,s,s,e,s,*,valid
a,e,r,a,t,i,n,g,valid
i,c,i,n,g,*,*,*,valid
o,g,t,b,p,*,*,*,invalid
h,o,n,e,s,t,l,y,valid
o,t,b,u,s,c,h,*,invalid
a,s,c,j,m,i,*,*,invalid
x,i,g,h,e,f,*,*,invalid
c,r,o,u,p,y,*,*,valid
k,n,y,v,s,*,*,*,invalid
w,o,y,p,o,j,k,*,invalid
j,c,w,u,j,x,t,*,invalid
t,e,m,p,e,r,a,*,valid
c,a,b,i,n,*,*,*,valid
c,a,b,a,n,a,*,*,valid
r,p,q,*,*,*,*,*,invalid
j,u,f,*,*,*,*,*,invalid
d,e,f,e,r,r,e,d,valid
n,y,d,v,u,u,y,*,invalid
e,w,v,*,*,*,*,*,invalid
n,e,s,t,i,n,g,*,valid
i,g,x,*,*,*,*,*,invalid
h,o,s,t,e,d,*,*,valid
m,t,p,d,c,b,*,*,invalid
q,y,e,r,*,*,*,*,invalid
m,f,h,y,c,a,p,*,invalid
b,a,e,*,*,*,*,*,invalid
c,r,o,q,u,e,t,*,valid
b,e,a,d,s,*,*,*,valid
v,s,d,*,*,*,*,*,invalid
w,e,a,v,i,n,g,*,valid
w,h,a,t,s,*,*,*,valid
h,o,r,n,s,*,*,*,valid
v,t,f,m,*,*,*,*,invalid
j,x,m,r,n,l,*,*,invalid
a,f,f,a,b,l,y,*,valid
c,t,g,b,x,j,y,*,invalid
l,y,e,e,a,q,*,*,invalid
y,y,s,m,*,*,*,*,invalid
q,x,t,e,t,e,h,*,invalid
f,l,e,x,*,*,*,*,valid
j,e,e,f,v,*,*,*,invalid
q,g,r,d,p,a,*,*,invalid
u,l,l,f,m,f,*,*,invalid
c,u,g,m,n,n,*,*,invalid
t,x,q,e,l,g,*,*,invalid
q,c,f,w,s,*,*,*,invalid
q,b,a,x,y,*,*,*,invalid
m,a,h,k,p,x,t,*,invalid
y,v,m,e,*,*,*,*,invalid
p,m,n,*,*,*,*,*,invalid
t,g,u,y,m,*,*,*,invalid
d,e,a,*,*,*,*,*,invalid
e,q,f,m,a,c,h,*,invalid
p,e,t,a,l,*,*,*,valid
t,l,e,t,s,i,a,*,invalid
i,r,l,m,g,y,*,*,invalid
w,c,f,q,u,*,*,*,invalid
v,w,e,y,*,*,*,*,invalid
l,i,n,e,r,s,*,*,valid
u,f,x,*,*,*,*,*,invalid
f,e,r,*,*,*,*,*,valid
b,a,s,e,m,a,n,*,valid
n,u,k,e,d,*,*,*,valid
h,u,g,e,l,y,*,*,valid
c,r,s,v,f,*,*,*,invalid
b,j,b,m,b,*,*,*,invalid
r,e,c,e,i,v,e,*,valid
m,e,u,q,*,*,*,*,invalid
f,w,t,w,l,*,*,*,invalid
f,o,r,t,e,s,*,*,valid
k,s,l,p,v,*,*,*,invalid
f,o,x,e,s,*,*,*,valid
r,d,k,w,*,*,*,*,invalid
b,a,r,b,e,c,u,e,valid
d,a,r,l,y,*,*,*,invalid
p,e,n,i,s,e,s,*,valid
j,l,a,w,t,h,s,*,invalid
a,u,o,*,*,*,*,*,invalid
s,v,e,l,t,e,s,t,valid
f,w,m,*,*,*,*,*,invalid
r,i,s,k,*,*,*,*,valid
f,l,u,x,i,n,g,*,valid
g,k,y,*,*,*,*,*,invalid
o,u,k,f,y,b,*,*,invalid
m,a,y,o,*,*,*,*,valid
o,f,v,*,*,*,*,*,invalid
s,h,i,p,p,i,n,g,valid
g,k,r,s,v,*,*,*,invalid
s,q,c,*,*,*,*,*,invalid
l,e,m,o,n,s,*,*,valid
i,e,i,q,y,p,r,*,invalid
r,i,f,c,*,*,*,*,invalid
e,n,b,i,x,p,*,*,invalid
w,r,e,a,k,*,*,*,valid
x,k,q,*,*,*,*,*,invalid
r,l,j,o,c,f,*,*,invalid
c,o,r,r,u,p,t,s,valid
w,j,b,r,*,*,*,*,invalid
l,e,a,s,h,*,*,*,valid
p,i,c,k,i,e,r,*,valid
u,n,s,u,n,u,*,*,invalid
s,o,p,u,*,*,*,*,invalid
s,a,n,d,e,r,s,*,valid
l,c,h,i,i,*,*,*,invalid
h,b,e,s,m,w,l,*,invalid
x,c,c,x,c,i,h,*,invalid
g,l,l,k,*,*,*,*,invalid
d,f,h,x,k,h,*,*,invalid
h,e,t,*,*,*,*,*,invalid
i,c,y,*,*,*,*,*,valid
a,t,q,g,i,p,r,*,invalid
c,o,l,o,r,e,d,*,valid
m,i,d,s,t,*,*,*,valid
k,r,a,p,q,y,u,*,invalid
v,u,d,l,r,m,*,*,invalid
r,m,c,*,*,*,*,*,invalid
b,o,p,a,m,*,*,*,invalid
t,r,e,b,l,e,s,*,valid
t,r,p,j,w,*,*,*,invalid
o,v,e,r,t,u,r,n,valid
s,h,b,y,*,*,*,*,invalid
w,n,t,j,*,*,*,*,invalid
r,n,g,*,*,*,*,*,invalid
s,e,a,s,h,o,r,e,valid
e,i,h,f,h,u,*,*,invalid
s,i,n,u,o,u,s,*,valid
m,a,r,k,u,p,*,*,valid
l,y,s,s,y,*,*,*,invalid
a,p,p,r,a,i,s,e,valid
w,v,e,*,*,*,*,*,invalid
v,v,j,r,x,*,*,*,invalid
q,j,q,t,m,*,*,*,invalid
g,o,r,i,e,r,*,*,valid
f,r,e,*,*,*,*,*,invalid
w,i,d,o,w,i,n,g,valid
e,n,d,i,v,e,*,*,valid
t,o,k,x,f,r,y,*,invalid
a,a,g,l,c,n,*,*,invalid
e,o,a,*,*,*,*,*,invalid
m,u,e,c,r,f,a,*,invalid
r,p,x,w,t,g,*,*,invalid
p,e,a,*,*,*,*,*,invalid
q,u,m,*,*,*,*,*,invalid
r,e,e,l,i,n,g,*,valid
f,g,i,*,*,*,*,*,invalid
h,e,f,t,y,*,*,*,valid
k,i,n,k,*,*,*,*,valid
o,y,c,p,a,*,*,*,invalid
u,s,c,t,t,*,*,*,invalid
t,w,i,d,d,l,e,s,valid
a,i,r,p,o,r,t,*,valid
b,e,l,l,i,e,d,*,valid
e,o,a,s,x,*,*,*,invalid
i,m,p,e,d,e,s,*,valid
g,r,a,n,t,s,*,*,valid
a,r,o,u,n,d,*,*,valid
u,j,r,y,m,j,*,*,invalid
u,q,v,c,g,*,*,*,invalid
v,a,n,g,u,a,r,d,valid
p,c,o,*,*,*,*,*,invalid
l,j,u,t,l,*,*,*,invalid
b,x,n,*,*,*,*,*,invalid
x,h,a,t,*,*,*,*,invalid
p,y,t,n,s,v,o,*,invalid
s,j,m,e,*,*,*,*,invalid
r,e,s,t,r,a,i,n,valid
l,l,s,y,t,g,b,*,invalid
q,y,j,r,*,*,*,*,invalid
w,h,e,t,h,e,r,*,valid
c,h,i,i,t,a,a,*,valid
b,e,h,*,*,*,*,*,invalid
s,k,i,m,m,e,d,*,valid
n,t,k,*,*,*,*,*,invalid
m,o,l,e,s,t,e,d,valid
i,d,u,*,*,*,*,*,invalid
a,t,h,e,i,s,t,s,valid
p,u,r,s,u,e,s,*,valid
l,l,a,*,*,*,*,*,invalid
t,r,o,o,p,s,*,*,valid
k,o,o,u,r,b,d,*,invalid
b,a,y,o,n,e,t,s,valid
b,q,f,*,*,*,*,*,invalid
t,o,i,l,e,t,*,*,valid
p,b,c,g,*,*,*,*,invalid
j,m,q,f,p,f,d,*,invalid
v,n,s,b,f,*,*,*,invalid
r,k,d,o,b,m,g,*,invalid
a,w,o,l,l,l,a,*,invalid
u,w,a,g,*,*,*,*,invalid
s,c,y,m,u,*,*,*,invalid
b,l,a,r,e,s,*,*,valid
c,a,r,r,e,l,*,*,valid
u,r,g,e,n,t,*,*,valid
i,m,x,*,*,*,*,*,invalid
x,k,w,e,f,g,*,*,invalid
b,o,n,s,a,i,*,*,valid
d,f,w,b,*,*,*,*,invalid
c,u,r,r,e,n,c,y,valid
l,s,k,b,q,r,w,*,invalid
v,g,r,m,*,*,*,*,invalid
r,p,d,*,*,*,*,*,invalid
y,t,a,*,*,*,*,*,invalid
s,h,u,t,e,y,e,*,valid
f,f,l,*,*,*,*,*,invalid
g,s,u,u,p,*,*,*,invalid
v,u,p,x,t,b,*,*,invalid
u,j,e,o,*,*,*,*,invalid
p,x,g,p,k,j,r,*,invalid
d,i,s,o,r,d,e,r,valid
s,e,n,*,*,*,*,*,valid
t,q,m,*,*,*,*,*,invalid
i,n,j,v,u,*,*,*,invalid
g,n,i,v,m,o,*,*,invalid
s,j,h,u,m,*,*,*,invalid
i,m,p,l,a,n,t,s,valid
r,b,d,m,*,*,*,*,invalid
t,e,a,*,*,*,*,*,invalid
q,e,l,q,k,e,v,*,invalid
n,j,e,*,*,*,*,*,invalid
g,a,j,*,*,*,*,*,invalid
c,r,a,f,t,i,n,g,valid
p,i,s,t,o,l,*,*,valid
k,y,k,e,*,*,*,*,invalid
c,o,c,k,s,*,*,*,valid
f,t,d,t,g,t,*,*,invalid
b,u,l,l,s,*,*,*,valid
w,k,p,x,l,f,f,*,invalid
v,y,x,s,k,*,*,*,invalid
l,o,c,a,l,e,*,*,valid
u,k,k,*,*,*,*,*,invalid
p,i,l,k,v,*,*,*,invalid
i,i,g,*,*,*,*,*,invalid
b,i,i,s,w,t,o,*,invalid
p,o,w,e,r,e,d,*,valid
i,q,f,o,*,*,*,*,invalid
j,h,u,*,*,*,*,*,invalid
u,e,e,b,w,*,*,*,invalid
c,o,u,r,i,e,r,s,valid
m,a,w,a,b,v,*,*,invalid
r,e,c,e,s,s,*,*,valid
k,n,f,u,t,f,*,*,invalid
x,l,f,b,j,s,y,*,invalid
e,d,v,g,t,w,*,*,invalid
m,o,b,s,*,*,*,*,valid
l,f,y,y,p,*,*,*,invalid
c,h,e,c,k,u,p,s,valid
t,m,t,j,i,c,g,*,invalid
r,h,j,h,s,c,k,*,invalid
g,r,u,b,b,i,n,g,valid
d,u,t,y,*,*,*,*,valid
k,s,l,x,b,r,*,*,invalid
v,o,l,u,b,l,y,*,valid
h,t,f,p,c,x,c,*,invalid
p,a,i,n,*,*,*,*,valid
l,w,g,*,*,*,*,*,invalid
w,p,c,b,b,*,*,*,invalid
y,s,p,*,*,*,*,*,invalid
h,a,q,d,n,m,*,*,invalid
y,v,s,*,*,*,*,*,invalid
m,g,m,g,x,c,v,*,invalid
r,s,a,v,x,w,x,*,invalid
r,o,a,c,h,e,s,*,valid
h,t,l,j,*,*,*,*,invalid
i,v,t,g,j,e,*,*,invalid
y,t,o,n,g,a,*,*,invalid
b,o,s,s,i,e,r,*,valid
x,g,n,g,j,*,*,*,invalid
a,n,e,t,g,v,t,*,invalid
k,q,x,o,*,*,*,*,invalid
l,o,l,i,*,*,*,*,invalid
u,x,v,a,d,d,*,*,invalid
b,i,j,*,*,*,*,*,invalid
r,e,t,r,i,a,l,s,valid
o,f,t,a,a,r,c,*,invalid
r,a,m,r,o,d,s,*,valid
h,o,t,h,e,a,d,s,valid
j,m,a,e,j,c,*,*,invalid
d,g,d,x,e,*,*,*,invalid
w,i,n,n,i,n,g,*,valid
w,u,t,k,e,q,g,*,invalid
o,p,e,r,a,*,*,*,valid
d,i,s,a,b,l,e,d,valid
v,e,d,b,b,i,v,*,invalid
q,n,b,e,h,t,q,*,invalid
f,a,m,i,n,e,*,*,valid
d,n,v,e,j,b,t,*,invalid
p,f,w,a,y,l,q,*,invalid
s,d,p,c,t,g,s,*,invalid
v,q,g,c,l,*,*,*,invalid
g,t,o,*,*,*,*,*,invalid
v,d,r,h,*,*,*,*,invalid
n,c,g,e,b,a,d,*,invalid
p,n,g,*,*,*,*,*,invalid
r,s,f,x,*,*,*,*,invalid
c,x,p,g,k,a,*,*,invalid
n,e,r,v,i,e,r,*,valid
w,n,b,s,o,h,*,*,invalid
s,c,r,e,w,i,n,g,valid
e,k,x,f,c,*,*,*,invalid
q,u,h,d,g,*,*,*,invalid
q,r,t,q,t,d,*,*,invalid
c,q,n,n,w,y,*,*,invalid
p,u,s,*,*,*,*,*,valid
z,i,n,c,i,n,g,*,valid
m,e,d,l,e,y,s,*,valid
x,e,e,*,*,*,*,*,invalid
n,l,w,u,n,v,f,*,invalid
p,e,n,g,u,i,n,s,valid
m,a,d,i,n,a,n,*,invalid
n,a,r,m,*,*,*,*,invalid
i,n,s,a,n,e,l,y,valid
b,a,r,r,i,n,g,s,valid
b,l,u,e,b,i,r,d,valid
t,a,v,a,i,o,i,*,invalid
a,x,b,*,*,*,*,*,invalid
o,q,t,c,l,a,k,*,invalid
w,k,v,*,*,*,*,*,invalid
e,n,p,q,e,f,v,*,invalid
s,c,a,l,a,r,s,*,valid
u,n,m,j,*,*,*,*,invalid
a,t,o,k,y,x,*,*,invalid
p,d,h,*,*,*,*,*,invalid
b,x,d,d,d,*,*,*,invalid
j,j,h,m,w,u,*,*,invalid
k,p,n,k,t,a,f,*,invalid
m,i,h,w,*,*,*,*,invalid
y,q,o,k,k,a,r,*,invalid
d,y,n,a,m,o,*,*,valid
h,v,j,*,*,*,*,*,invalid
h,q,t,c,*,*,*,*,invalid
q,u,u,o,t,o,*,*,invalid
g,v,r,a,w,*,*,*,invalid
s,c,a,r,f,i,n,g,valid
o,v,e,r,v,i,e,w,valid
y,r,u,x,*,*,*,*,invalid
d,e,l,i,v,e,r,*,valid
b,q,g,l,v,s,*,*,invalid
b,r,o,o,k,i,n,g,valid
o,c,u,e,*,*,*,*,invalid
w,i,i,v,*,*,*,*,invalid
d,j,k,*,*,*,*,*,invalid
w,n,l,w,e,*,*,*,invalid
o,a,a,*,*,*,*,*,invalid
f,p,x,*,*,*,*,*,invalid
s,o,e,u,*,*,*,*,invalid
x,d,i,*,*,*,*,*,invalid
j,x,i,*,*,*,*,*,invalid
w,s,g,q,p,y,p,*,invalid
b,b,w,*,*,*,*,*,invalid
d,e,f,o,r,e,s,t,valid
h,o,c,k,i,n,g,*,valid
e,x,h,*,*,*,*,*,invalid
t,t,o,n,*,*,*,*,invalid
f,q,v,p,*,*,*,*,invalid
c,j,y,i,*,*,*,*,invalid
y,v,k,*,*,*,*,*,invalid
a,p,g,x,o,r,a,*,invalid
p,a,r,a,l,l,e,l,valid
a,k,n,k,k,*,*,*,invalid
g,r,a,p,e,*,*,*,valid
f,b,v,l,r,g,*,*,invalid
r,r,a,y,p,*,*,*,invalid
s,w,a,m,p,s,*,*,valid
t,e,g,j,x,g,r,*,invalid
e,r,a,*,*,*,*,*,valid
s,o,q,l,*,*,*,*,invalid
r,y,k,y,p,*,*,*,invalid
m,e,s,h,i,n,g,*,valid
n,o,u,n,*,*,*,*,valid
w,a,n,d,e,r,*,*,valid
h,a,l,l,m,a,r,k,valid
f,m,e,s,f,c,*,*,invalid
g,o,l,d,*,*,*,*,valid
g,l,j,c,b,t,q,*,invalid
r,l,d,i,l,b,*,*,invalid
s,p,e,c,k,*,*,*,valid
l,a,g,o,o,n,*,*,valid
n,s,m,*,*,*,*,*,invalid
s,r,x,p,n,f,*,*,invalid
k,e,s,w,k,*,*,*,invalid
v,a,f,v,w,q,*,*,invalid
p,u,p,*,*,*,*,*,invalid
q,l,v,m,*,*,*,*,invalid
x,v,w,g,j,f,s,*,invalid
a,l,i,b,i,s,*,*,valid
e,p,l,u,p,x,*,*,invalid
s,v,a,*,*,*,*,*,invalid
r,e,d,r,a,w,*,*,valid
y,u,s,*,*,*,*,*,invalid
c,u,u,d,r,x,t,*,invalid
s,c,r,a,p,*,*,*,valid
r,e,f,u,n,d,s,*,valid
u,x,v,h,k,b,t,*,invalid
x,h,c,t,e,a,t,*,invalid
b,u,r,r,i,n,g,*,valid
p,x,g,f,q,y,w,*,invalid
b,f,y,l,*,*,*,*,invalid
s,u,t,m,h,r,f,*,invalid
s,v,f,*,*,*,*,*,invalid
x,x,k,*,*,*,*,*,invalid
h,g,f,*,*,*,*,*,invalid
a,r,m,r,e,s,t,*,valid
j,s,i,a,*,*,*,*,invalid
b,d,g,*,*,*,*,*,invalid
l,b,q,s,i,c,l,*,invalid
m,i,n,e,s,*,*,*,valid
y,i,m,a,e,t,j,*,invalid
l,e,o,v,e,v,v,*,invalid
a,r,g,c,*,*,*,*,invalid
i,n,r,o,a,d,s,*,valid
a,p,p,d,j,g,a,*,invalid
r,a,c,k,s,*,*,*,valid
h,f,w,a,x,g,*,*,invalid
j,d,t,w,*,*,*,*,invalid
m,o,r,d,a,n,t,*,valid
w,a,r,d,r,o,b,e,valid
m,i,w,*,*,*,*,*,invalid
h,u,t,c,h,e,s,*,valid
h,w,b,h,m,a,*,*,invalid
w,v,a,c,j,n,*,*,invalid
o,m,e,q,*,*,*,*,invalid
w,t,h,q,*,*,*,*,invalid
d,x,a,u,o,*,*,*,invalid
f,a,s,h,i,o,n,*,valid
c,o,h,v,m,*,*,*,invalid
h,u,d,j,*,*,*,*,invalid
d,o,l,o,r,o,u,s,valid
p,c,t,u,y,e,*,*,invalid
e,e,q,*,*,*,*,*,invalid
c,u,b,e,*,*,*,*,valid
b,u,c,k,e,y,e,s,valid
d,s,r,*,*,*,*,*,invalid
b,j,b,*,*,*,*,*,invalid
s,i,e,v,i,n,g,*,valid
i,n,t,e,n,t,*,*,valid
w,t,m,o,h,n,*,*,invalid
r,e,p,e,n,t,s,*,valid
d,i,s,p,u,t,e,d,valid
m,o,a,*,*,*,*,*,invalid
m,o,t,i,f,s,*,*,valid
s,o,r,o,r,i,t,y,valid
g,l,a,s,s,i,e,r,valid
e,w,e,r,*,*,*,*,valid
s,c,u,r,f,y,*,*,valid
x,j,m,l,*,*,*,*,invalid
y,i,y,*,*,*,*,*,invalid
l,o,o,t,i,n,g,*,valid
n,g,i,a,p,x,*,*,invalid
n,x,u,l,j,*,*,*,invalid
o,l,c,r,y,m,*,*,invalid
a,l,t,e,r,s,*,*,valid
l,x,j,y,e,*,*,*,invalid
o,p,w,e,q,t,*,*,invalid
p,e,g,q,q,*,*,*,invalid
a,m,e,b,i,c,*,*,valid
w,s,h,*,*,*,*,*,invalid
t,o,i,*,*,*,*,*,invalid
q,y,k,u,v,q,*,*,invalid
l,e,c,x,u,*,*,*,invalid
b,l,e,n,d,e,r,s,valid
v,a,p,c,d,v,m,*,invalid
u,s,w,m,c,p,*,*,invalid
b,q,t,f,*,*,*,*,invalid
b,l,a,n,k,e,s,t,valid
q,h,x,a,w,i,*,*,invalid
c,j,a,b,*,*,*,*,invalid
s,h,u,s,h,*,*,*,valid
j,j,b,y,w,*,*,*,invalid
w,e,u,y,m,h,*,*,invalid
c,u,t,*,*,*,*,*,invalid
e,j,k,*,*,*,*,*,invalid
p,t,d,m,d,c,*,*,invalid
e,p,i,t,o,m,e,s,valid
q,m,x,c,o,k,*,*,invalid
r,e,e,l,e,c,t,*,valid
k,u,m,*,*,*,*,*,invalid
s,o,v,s,v,*,*,*,invalid
g,r,u,b,*,*,*,*,valid
x,n,p,*,*,*,*,*,invalid
s,o,a,*,*,*,*,*,invalid
q,i,c,k,e,*,*,*,invalid
d,h,w,j,o,*,*,*,invalid
y,i,m,f,*,*,*,*,invalid
u,a,o,i,*,*,*,*,invalid
k,r,s,*,*,*,*,*,invalid
m,m,y,j,q,n,*,*,invalid
x,y,g,d,*,*,*,*,invalid
a,l,l,o,t,*,*,*,valid
o,m,n,i,v,o,r,e,valid
k,b,m,g,w,f,o,*,invalid
a,f,a,r,*,*,*,*,valid
w,p,i,q,t,n,f,*,invalid
