char01,char02,char03,char04,char05,char06,char07,char08,Valid
h,u,m,u,s,*,*,*,valid
r,m,s,d,*,*,*,*,invalid
o,t,q,*,*,*,*,*,invalid
w,g,d,c,*,*,*,*,invalid
u,w,y,q,*,*,*,*,invalid
f,l,u,i,d,*,*,*,valid
j,l,i,n,*,*,*,*,invalid
c,a,n,n,e,r,y,*,valid
y,h,t,v,*,*,*,*,invalid
i,m,p,o,s,i,n,g,valid
w,a,r,d,e,r,*,*,valid
a,d,j,o,u,r,n,*,valid
p,o,m,*,*,*,*,*,invalid
d,j,e,g,m,a,u,*,invalid
g,l,a,d,d,e,n,s,valid
b,i,k,h,v,*,*,*,invalid
n,d,o,r,e,w,n,*,invalid
q,q,y,j,p,j,p,*,invalid
u,y,d,o,*,*,*,*,invalid
u,s,u,r,y,*,*,*,valid
x,w,u,i,s,*,*,*,invalid
b,o,r,*,*,*,*,*,invalid
p,b,a,t,i,v,b,*,invalid
s,t,i,c,k,y,*,*,valid
y,x,n,u,l,h,r,*,invalid
l,l,g,k,*,*,*,*,invalid
e,c,f,y,y,n,*,*,invalid
p,a,o,d,o,i,*,*,invalid
n,x,m,*,*,*,*,*,invalid
d,r,o,v,e,*,*,*,valid
x,d,e,b,y,a,q,*,invalid
l,i,f,*,*,*,*,*,invalid
s,v,d,i,i,f,*,*,invalid
f,o,w,l,i,n,g,*,valid
i,e,y,y,n,m,*,*,invalid
g,d,p,*,*,*,*,*,invalid
n,t,i,u,e,*,*,*,invalid
b,s,k,e,i,x,*,*,invalid
r,o,k,o,o,*,*,*,invalid
f,d,g,u,l,*,*,*,invalid
w,e,b,l,w,a,*,*,invalid
t,q,m,*,*,*,*,*,invalid
f,q,o,v,y,*,*,*,invalid
u,g,a,o,i,t,*,*,invalid
o,p,w,u,*,*,*,*,invalid
i,h,l,k,w,w,*,*,invalid
s,n,l,w,*,*,*,*,invalid
b,i,v,a,l,v,e,*,valid
r,r,p,o,q,e,*,*,invalid
f,i,t,e,d,m,*,*,invalid
t,v,e,o,j,b,g,*,invalid
e,l,b,o,w,e,d,*,valid
j,l,k,g,d,a,w,*,invalid
v,j,f,o,r,*,*,*,invalid
c,c,t,b,v,*,*,*,invalid
e,x,i,d,*,*,*,*,invalid
r,e,b,i,r,t,h,*,valid
a,d,a,f,x,p,*,*,invalid
s,t,o,r,m,i,l,y,valid
o,a,t,m,e,a,l,*,valid
g,o,d,d,a,m,n,*,valid
g,b,g,x,s,m,d,*,invalid
s,h,e,e,p,i,s,h,valid
x,j,o,o,*,*,*,*,invalid
s,n,o,r,t,e,d,*,valid
n,v,l,c,a,*,*,*,invalid
s,a,t,s,u,*,*,*,valid
w,x,v,n,c,*,*,*,invalid
f,x,r,r,l,*,*,*,invalid
w,a,s,*,*,*,*,*,valid
f,a,v,o,r,*,*,*,valid
c,e,p,t,x,i,e,*,invalid
l,c,o,v,u,n,j,*,invalid
e,j,e,q,p,a,*,*,invalid
h,y,d,r,a,s,*,*,valid
s,q,y,*,*,*,*,*,invalid
i,e,r,g,*,*,*,*,invalid
a,i,l,s,*,*,*,*,valid
x,f,p,f,*,*,*,*,invalid
o,e,n,v,*,*,*,*,invalid
v,t,w,h,h,s,n,*,invalid
r,a,w,b,o,n,e,d,valid
f,w,y,c,*,*,*,*,invalid
y,o,v,a,f,d,a,*,invalid
a,f,f,l,i,c,t,*,valid
q,e,w,*,*,*,*,*,invalid
c,h,w,e,*,*,*,*,invalid
u,n,i,q,u,e,s,t,valid
w,o,r,k,s,*,*,*,valid
n,e,s,*,*,*,*,*,invalid
b,y,q,n,p,n,k,*,invalid
v,k,p,n,n,*,*,*,invalid
s,a,i,l,o,r,s,*,valid
b,a,c,k,y,a,r,d,valid
t,r,a,i,p,s,e,s,valid
s,i,p,b,y,j,*,*,invalid
r,k,u,s,q,w,v,*,invalid
c,u,t,o,f,f,s,*,valid
a,h,i,h,g,t,n,*,invalid
a,r,r,a,i,g,n,s,valid
a,t,j,*,*,*,*,*,invalid
l,t,h,j,y,w,t,*,invalid
x,y,i,k,r,r,w,*,invalid
o,s,h,*,*,*,*,*,invalid
j,d,o,*,*,*,*,*,invalid
g,u,s,t,i,e,r,*,valid
h,k,m,*,*,*,*,*,invalid
y,e,s,h,i,v,a,s,valid
j,n,o,*,*,*,*,*,invalid
j,b,x,l,r,c,*,*,invalid
d,e,m,e,r,i,t,*,valid
x,i,c,c,s,a,c,*,invalid
c,h,o,i,c,e,s,t,valid
g,l,e,s,k,*,*,*,invalid
c,d,t,g,*,*,*,*,invalid
v,x,p,*,*,*,*,*,invalid
k,g,y,a,*,*,*,*,invalid
h,a,i,r,i,e,r,*,valid
u,e,n,s,r,m,v,*,invalid
l,g,d,b,r,u,p,*,invalid
l,m,i,*,*,*,*,*,invalid
h,a,r,*,*,*,*,*,invalid
t,k,y,n,*,*,*,*,invalid
w,a,e,h,p,c,u,*,invalid
d,a,s,h,i,k,i,s,valid
i,t,f,i,k,u,*,*,invalid
c,a,s,c,a,d,e,s,valid
e,a,u,b,g,x,*,*,invalid
b,r,i,b,e,r,y,*,valid
l,a,m,m,i,n,g,*,valid
x,p,a,*,*,*,*,*,invalid
s,c,o,u,r,*,*,*,valid
g,r,d,v,h,*,*,*,invalid
b,q,d,f,b,k,t,*,invalid
w,e,l,d,e,d,*,*,valid
q,m,d,*,*,*,*,*,invalid
w,i,n,o,s,*,*,*,valid
a,g,u,y,t,q,d,*,invalid
h,j,o,n,o,k,*,*,invalid
r,h,p,f,q,y,*,*,invalid
j,m,a,r,d,r,*,*,invalid
v,j,t,i,*,*,*,*,invalid
d,m,w,i,a,b,*,*,invalid
l,e,o,*,*,*,*,*,invalid
b,h,b,*,*,*,*,*,invalid
e,v,i,n,c,e,s,*,valid
r,h,o,m,b,o,i,d,valid
u,q,o,*,*,*,*,*,invalid
h,i,u,f,e,o,d,*,invalid
h,a,n,k,e,r,s,*,valid
u,c,m,x,j,h,b,*,invalid
o,w,f,q,*,*,*,*,invalid
k,b,j,*,*,*,*,*,invalid
t,r,o,t,t,i,n,g,valid
p,h,g,*,*,*,*,*,invalid
i,y,m,q,*,*,*,*,invalid
a,i,d,g,n,c,q,*,invalid
m,d,a,r,*,*,*,*,invalid
c,o,m,p,u,t,e,*,valid
v,w,k,n,*,*,*,*,invalid
i,a,o,k,w,*,*,*,invalid
l,t,s,*,*,*,*,*,invalid
o,l,r,l,c,a,j,*,invalid
s,u,m,o,*,*,*,*,valid
a,u,r,a,l,*,*,*,valid
f,r,a,n,c,*,*,*,valid
c,j,y,e,g,l,*,*,invalid
u,b,t,d,*,*,*,*,invalid
o,v,u,l,a,t,e,*,valid
m,o,r,d,a,n,t,*,valid
t,g,o,h,*,*,*,*,invalid
t,q,s,c,i,x,*,*,invalid
p,a,c,e,d,*,*,*,valid
j,d,q,c,w,*,*,*,invalid
f,d,u,g,w,c,*,*,invalid
z,i,p,p,i,n,g,*,valid
t,i,j,v,*,*,*,*,invalid
p,p,n,l,j,*,*,*,invalid
l,u,k,e,w,a,r,m,valid
s,u,b,f,v,c,u,*,invalid
l,a,t,*,*,*,*,*,invalid
t,r,u,d,g,e,s,*,valid
j,v,m,w,u,u,q,*,invalid
b,v,x,k,i,k,*,*,invalid
m,o,y,q,f,*,*,*,invalid
i,a,a,q,y,f,*,*,invalid
g,h,l,l,*,*,*,*,invalid
c,w,j,d,j,h,*,*,invalid
r,t,m,*,*,*,*,*,invalid
u,n,s,a,d,d,l,e,valid
c,k,r,p,a,r,*,*,invalid
e,d,f,t,*,*,*,*,invalid
d,e,f,e,r,s,*,*,valid
t,l,c,h,b,*,*,*,invalid
o,o,t,q,t,p,*,*,invalid
t,o,f,f,e,e,s,*,valid
p,u,p,i,l,*,*,*,valid
e,p,j,b,*,*,*,*,invalid
q,a,q,v,y,q,t,*,invalid
u,k,q,*,*,*,*,*,invalid
b,k,f,n,g,d,r,*,invalid
o,t,a,k,v,i,d,*,invalid
i,h,j,h,*,*,*,*,invalid
v,a,e,t,m,a,t,*,invalid
o,c,p,e,*,*,*,*,invalid
h,p,v,*,*,*,*,*,invalid
q,b,l,*,*,*,*,*,invalid
l,i,l,t,e,d,*,*,valid
b,a,m,c,*,*,*,*,invalid
h,o,h,c,k,w,*,*,invalid
k,r,p,k,q,*,*,*,invalid
x,i,f,g,s,a,a,*,invalid
m,p,g,a,e,f,*,*,invalid
b,k,u,i,q,y,*,*,invalid
q,s,a,g,s,q,x,*,invalid
i,s,l,y,c,k,o,*,invalid
r,e,l,a,x,*,*,*,valid
r,a,l,l,y,i,n,g,valid
s,m,o,o,t,h,l,y,valid
s,a,m,p,l,e,*,*,valid
f,i,n,i,s,h,*,*,valid
x,t,c,a,*,*,*,*,invalid
i,n,f,e,r,n,a,l,valid
n,g,t,t,k,v,u,*,invalid
b,e,f,u,d,d,l,e,valid
i,t,r,w,r,*,*,*,invalid
v,u,v,b,a,*,*,*,invalid
y,v,l,r,q,s,*,*,invalid
o,b,e,y,e,d,*,*,valid
p,r,e,e,n,e,d,*,valid
c,y,e,y,*,*,*,*,invalid
a,s,h,s,*,*,*,*,invalid
s,k,q,k,h,u,*,*,invalid
c,a,p,t,o,r,s,*,valid
y,u,x,o,b,n,r,*,invalid
i,c,g,u,u,e,x,*,invalid
w,u,w,r,h,x,u,*,invalid
b,e,a,k,s,*,*,*,valid
e,p,i,l,o,g,*,*,valid
p,a,r,e,d,*,*,*,valid
i,n,t,a,k,e,s,*,valid
h,k,g,*,*,*,*,*,invalid
a,i,g,x,h,s,j,*,invalid
n,i,q,s,s,i,*,*,invalid
j,s,l,k,*,*,*,*,invalid
c,n,w,q,*,*,*,*,invalid
b,a,r,b,e,r,r,y,valid
p,r,a,*,*,*,*,*,invalid
g,y,l,f,*,*,*,*,invalid
h,o,w,d,y,*,*,*,valid
r,e,m,e,d,i,e,s,valid
i,l,p,o,g,*,*,*,invalid
e,f,r,c,x,u,*,*,invalid
g,g,q,v,o,*,*,*,invalid
d,g,s,v,m,*,*,*,invalid
h,i,q,e,p,*,*,*,invalid
g,l,y,t,n,*,*,*,invalid
h,t,u,c,s,*,*,*,invalid
h,j,g,o,r,r,*,*,invalid
t,a,r,t,a,r,s,*,valid
d,h,f,h,g,*,*,*,invalid
c,l,a,y,*,*,*,*,valid
c,u,s,p,i,d,*,*,valid
a,r,a,s,h,i,*,*,valid
m,y,v,v,*,*,*,*,invalid
l,d,a,a,j,d,*,*,invalid
i,s,x,v,r,i,*,*,invalid
b,e,i,n,g,s,*,*,valid
m,o,n,i,e,s,*,*,valid
n,e,b,x,p,e,*,*,invalid
c,x,y,m,y,g,*,*,invalid
s,c,a,n,t,e,d,*,valid
d,e,l,i,*,*,*,*,valid
v,t,u,e,i,t,u,*,invalid
e,r,u,*,*,*,*,*,invalid
m,o,t,t,l,e,*,*,valid
v,i,x,e,n,s,*,*,valid
s,h,u,t,*,*,*,*,valid
r,o,l,l,s,*,*,*,valid
q,f,b,d,o,q,c,*,invalid
m,o,j,*,*,*,*,*,invalid
m,r,u,q,j,h,*,*,invalid
s,j,m,i,s,f,*,*,invalid
h,i,j,m,u,e,*,*,invalid
r,b,w,f,e,y,g,*,invalid
s,a,l,s,a,*,*,*,valid
v,o,l,c,a,n,o,s,valid
a,r,t,i,s,a,n,s,valid
v,e,r,b,a,t,i,m,valid
u,l,t,r,a,s,*,*,valid
i,g,y,*,*,*,*,*,invalid
p,w,g,t,b,n,*,*,invalid
g,a,r,a,g,e,*,*,valid
c,g,g,v,*,*,*,*,invalid
k,g,i,h,*,*,*,*,invalid
o,v,p,k,k,j,*,*,invalid
a,e,w,*,*,*,*,*,invalid
l,a,n,d,s,l,i,d,valid
p,y,r,e,*,*,*,*,valid
v,x,y,y,n,v,*,*,invalid
h,p,n,d,w,s,*,*,invalid
c,r,e,w,i,n,g,*,valid
d,p,r,*,*,*,*,*,invalid
k,c,g,l,v,g,*,*,invalid
q,k,w,s,c,e,p,*,invalid
n,a,x,c,x,*,*,*,invalid
q,o,t,b,l,*,*,*,invalid
a,n,g,o,r,a,s,*,valid
r,u,t,e,x,l,a,*,invalid
o,l,h,a,q,*,*,*,invalid
s,t,e,n,c,h,*,*,valid
r,w,v,g,f,*,*,*,invalid
c,o,n,f,u,t,e,*,valid
x,f,o,*,*,*,*,*,invalid
w,r,o,n,g,s,*,*,valid
v,u,w,r,q,*,*,*,invalid
s,p,e,c,i,e,*,*,valid
d,e,v,e,l,o,p,*,valid
g,j,s,m,j,a,*,*,invalid
l,p,h,t,v,*,*,*,invalid
o,a,s,i,s,*,*,*,valid
d,g,c,u,h,l,x,*,invalid
q,j,r,*,*,*,*,*,invalid
n,w,e,*,*,*,*,*,invalid
g,e,n,t,i,a,n,*,valid
b,r,u,i,s,e,*,*,valid
s,p,o,i,l,s,*,*,valid
c,u,l,t,u,r,a,l,valid
e,x,i,g,u,o,u,s,valid
a,c,f,u,h,c,*,*,invalid
g,d,i,k,*,*,*,*,invalid
c,c,v,e,g,f,*,*,invalid
g,a,l,e,s,*,*,*,valid
p,l,a,i,d,*,*,*,valid
a,l,t,o,s,*,*,*,valid
o,j,s,p,*,*,*,*,invalid
j,u,m,p,y,*,*,*,valid
q,c,p,v,*,*,*,*,invalid
y,d,s,v,*,*,*,*,invalid
v,o,l,l,e,y,e,d,valid
c,q,x,*,*,*,*,*,invalid
q,y,g,k,y,*,*,*,invalid
d,w,f,*,*,*,*,*,invalid
r,i,l,w,*,*,*,*,invalid
u,p,v,m,u,l,*,*,invalid
x,t,i,g,e,v,e,*,invalid
f,o,n,d,a,n,t,*,valid
s,o,l,a,c,e,s,*,valid
o,v,a,k,*,*,*,*,invalid
t,a,x,p,a,y,e,r,valid
d,e,n,k,i,*,*,*,valid
j,v,d,*,*,*,*,*,invalid
x,v,p,e,q,q,*,*,invalid
y,t,q,*,*,*,*,*,invalid
n,y,n,a,y,*,*,*,invalid
q,l,n,u,d,c,p,*,invalid
c,o,p,p,e,r,*,*,valid
o,w,n,w,k,*,*,*,invalid
v,p,c,*,*,*,*,*,invalid
g,s,r,d,*,*,*,*,invalid
f,t,v,y,o,*,*,*,invalid
r,a,t,t,a,n,s,*,valid
d,e,m,e,n,t,e,d,valid
t,o,k,e,d,*,*,*,valid
d,u,r,e,s,s,*,*,valid
c,u,m,i,n,*,*,*,valid
b,n,u,g,x,q,g,*,invalid
w,e,l,e,*,*,*,*,invalid
r,e,b,e,l,s,*,*,valid
b,e,e,f,s,*,*,*,valid
k,m,m,g,f,c,*,*,invalid
n,u,q,m,b,*,*,*,invalid
h,x,a,x,u,m,u,*,invalid
s,t,u,f,f,i,e,r,valid
n,v,x,g,*,*,*,*,invalid
d,d,m,q,f,t,*,*,invalid
c,l,u,n,k,*,*,*,valid
i,u,b,p,*,*,*,*,invalid
r,n,k,w,i,x,*,*,invalid
h,v,v,g,r,*,*,*,invalid
d,e,l,i,g,h,t,*,valid
i,n,l,l,k,q,*,*,invalid
j,y,g,x,v,m,*,*,invalid
w,m,g,r,d,h,l,*,invalid
n,f,n,m,y,b,*,*,invalid
o,v,e,r,g,r,e,w,valid
t,e,e,t,e,r,*,*,valid
r,u,n,n,e,r,*,*,valid
o,q,y,o,f,*,*,*,invalid
i,a,s,*,*,*,*,*,invalid
n,o,u,u,x,l,*,*,invalid
l,i,k,e,n,e,s,s,valid
s,n,i,p,p,e,d,*,valid
q,r,g,x,f,c,*,*,invalid
u,a,g,l,*,*,*,*,invalid
x,b,h,c,g,u,*,*,invalid
m,o,p,*,*,*,*,*,invalid
f,v,e,f,h,i,g,*,invalid
c,o,e,r,c,e,d,*,valid
v,e,n,i,s,o,n,*,valid
u,g,c,*,*,*,*,*,invalid
c,a,t,*,*,*,*,*,valid
d,v,s,j,p,*,*,*,invalid
o,k,a,y,s,*,*,*,valid
c,l,u,t,c,h,e,s,valid
l,i,m,y,*,*,*,*,valid
m,b,i,e,r,u,g,*,invalid
b,b,s,t,m,*,*,*,invalid
m,c,f,q,r,g,*,*,invalid
v,a,u,n,t,e,d,*,valid
u,c,b,r,n,e,*,*,invalid
a,n,t,h,e,m,*,*,valid
t,e,x,t,u,r,e,*,valid
s,h,l,e,p,*,*,*,valid
n,a,i,*,*,*,*,*,invalid
p,h,l,n,*,*,*,*,invalid
d,o,r,k,y,*,*,*,valid
o,v,a,r,i,a,n,*,valid
g,i,x,*,*,*,*,*,invalid
u,w,j,*,*,*,*,*,invalid
u,k,a,g,m,f,r,*,invalid
s,a,v,o,r,i,n,g,valid
h,o,a,g,i,e,*,*,valid
s,t,r,j,q,*,*,*,invalid
q,q,u,a,c,l,d,*,invalid
l,w,m,f,*,*,*,*,invalid
i,w,a,v,y,d,a,*,invalid
t,l,d,*,*,*,*,*,invalid
b,v,r,*,*,*,*,*,invalid
q,n,y,c,t,*,*,*,invalid
r,u,g,b,y,*,*,*,valid
h,j,p,w,o,r,s,*,invalid
t,y,d,h,r,f,e,*,invalid
p,l,h,*,*,*,*,*,invalid
c,a,n,k,e,r,*,*,valid
f,o,r,e,b,o,d,e,valid
k,o,p,e,c,k,*,*,valid
c,l,a,n,g,o,r,*,valid
j,o,w,*,*,*,*,*,invalid
n,q,j,u,n,q,d,*,invalid
q,x,g,y,*,*,*,*,invalid
x,q,h,f,y,*,*,*,invalid
o,o,x,v,v,c,*,*,invalid
n,f,i,p,*,*,*,*,invalid
q,m,e,w,*,*,*,*,invalid
d,e,c,e,i,v,e,*,valid
t,u,f,t,e,d,*,*,valid
e,s,c,r,o,w,s,*,valid
c,u,j,a,p,i,*,*,invalid
w,h,a,l,v,l,*,*,invalid
w,h,a,r,f,s,*,*,valid
g,u,w,q,n,*,*,*,invalid
x,f,f,a,*,*,*,*,invalid
d,x,b,l,v,x,e,*,invalid
m,f,j,y,d,h,*,*,invalid
u,r,l,u,w,*,*,*,invalid
h,v,r,f,q,d,t,*,invalid
p,r,e,f,i,x,e,s,valid
o,e,r,e,*,*,*,*,invalid
v,f,n,l,i,k,l,*,invalid
x,n,w,t,w,*,*,*,invalid
b,n,l,r,m,*,*,*,invalid
r,i,k,x,*,*,*,*,invalid
v,f,o,e,c,p,b,*,invalid
p,h,q,p,t,n,*,*,invalid
a,v,e,r,*,*,*,*,valid
o,t,x,p,b,y,m,*,invalid
g,o,e,t,e,i,c,*,invalid
v,r,c,*,*,*,*,*,invalid
g,h,q,i,*,*,*,*,invalid
b,e,a,t,*,*,*,*,valid
a,e,j,h,u,y,d,*,invalid
d,e,c,e,a,s,e,s,valid
q,n,c,p,u,d,j,*,invalid
s,l,i,m,i,e,r,*,valid
f,e,a,s,t,i,n,g,valid
a,t,r,o,p,h,y,*,valid
c,n,l,m,b,*,*,*,invalid
u,q,x,*,*,*,*,*,invalid
a,s,p,i,r,i,n,g,valid
j,c,x,t,j,k,w,*,invalid
q,k,v,w,*,*,*,*,invalid
s,i,l,d,q,p,k,*,invalid
g,r,a,v,i,t,y,*,valid
t,i,r,o,*,*,*,*,valid
c,a,s,t,s,*,*,*,valid
b,l,e,n,d,*,*,*,valid
g,o,t,*,*,*,*,*,valid
b,m,b,a,*,*,*,*,invalid
h,x,j,*,*,*,*,*,invalid
q,l,g,i,o,i,n,*,invalid
t,q,h,q,e,d,l,*,invalid
l,w,l,b,*,*,*,*,invalid
g,g,c,q,r,*,*,*,invalid
h,n,m,p,r,*,*,*,invalid
m,a,r,k,e,t,s,*,valid
a,r,y,*,*,*,*,*,invalid
x,j,j,e,q,l,d,*,invalid
i,g,r,c,j,*,*,*,invalid
t,g,h,y,v,a,*,*,invalid
b,n,i,*,*,*,*,*,invalid
q,m,s,x,t,v,*,*,invalid
o,s,q,c,j,t,p,*,invalid
y,c,n,y,r,s,*,*,invalid
n,t,g,*,*,*,*,*,invalid
u,r,b,a,n,e,s,t,valid
w,e,e,r,*,*,*,*,valid
c,s,h,w,h,c,*,*,invalid
o,a,k,u,m,*,*,*,valid
r,w,c,y,m,*,*,*,invalid
c,w,v,h,*,*,*,*,invalid
c,x,s,*,*,*,*,*,invalid
h,e,a,e,*,*,*,*,invalid
g,p,l,*,*,*,*,*,invalid
k,s,j,w,o,*,*,*,invalid
g,e,u,j,p,a,x,*,invalid
c,o,w,l,i,c,k,s,valid
x,o,x,p,g,*,*,*,invalid
q,v,b,*,*,*,*,*,invalid
l,a,b,e,l,e,d,*,valid
q,d,l,b,*,*,*,*,invalid
m,i,o,c,*,*,*,*,invalid
e,w,p,i,k,g,*,*,invalid
l,n,u,r,f,t,d,*,invalid
l,y,r,g,*,*,*,*,invalid
k,s,g,f,i,a,*,*,invalid
a,p,e,*,*,*,*,*,invalid
d,r,d,i,e,*,*,*,invalid
u,u,m,u,*,*,*,*,invalid
q,h,i,f,i,*,*,*,invalid
c,g,v,l,*,*,*,*,invalid
e,r,o,d,e,s,*,*,valid
f,u,m,*,*,*,*,*,invalid
n,a,m,e,s,*,*,*,valid
f,i,e,x,*,*,*,*,invalid
c,u,c,k,o,l,d,s,valid
t,b,a,g,n,*,*,*,invalid
c,a,r,v,e,r,s,*,valid
b,o,b,o,l,i,n,k,valid
w,d,s,d,g,*,*,*,invalid
n,c,i,e,*,*,*,*,invalid
h,a,y,i,n,g,*,*,valid
u,q,v,*,*,*,*,*,invalid
s,l,t,r,y,*,*,*,invalid
o,h,n,d,*,*,*,*,invalid
f,a,n,c,i,f,u,l,valid
f,q,q,e,i,s,t,*,invalid
v,q,n,r,n,q,h,*,invalid
u,a,x,l,t,t,*,*,invalid
b,a,d,l,a,n,d,s,valid
x,n,g,o,t,c,i,*,invalid
x,y,h,x,k,*,*,*,invalid
p,i,m,e,n,t,o,*,valid
j,a,c,k,e,d,*,*,valid
g,c,v,s,k,*,*,*,invalid
a,w,n,i,x,g,i,*,invalid
j,s,f,w,x,o,*,*,invalid
t,e,a,z,e,l,*,*,valid
g,e,e,s,*,*,*,*,valid
h,o,r,s,e,y,*,*,valid
f,r,o,n,t,e,d,*,valid
c,u,r,v,i,e,r,*,valid
n,v,e,c,n,*,*,*,invalid
l,r,n,n,s,*,*,*,invalid
i,m,p,u,r,i,t,y,valid
o,a,q,*,*,*,*,*,invalid
t,v,t,*,*,*,*,*,invalid
p,e,e,v,i,s,h,*,valid
n,f,g,t,n,*,*,*,invalid
c,l,a,s,h,*,*,*,valid
l,i,m,p,e,t,*,*,valid
y,q,t,b,p,c,d,*,invalid
a,q,w,k,a,q,*,*,invalid
c,e,q,b,e,r,*,*,invalid
p,r,i,s,o,n,*,*,valid
t,q,a,w,d,o,i,*,invalid
b,h,q,n,x,n,*,*,invalid
r,e,f,o,c,u,s,*,valid
r,e,c,h,a,r,g,e,valid
w,o,r,t,h,i,e,s,valid
g,c,y,p,s,l,a,*,invalid
a,b,a,s,e,s,*,*,valid
l,e,n,d,e,r,s,*,valid
q,u,p,*,*,*,*,*,invalid
n,s,s,l,*,*,*,*,invalid
l,e,a,c,h,e,d,*,valid
n,x,r,u,r,*,*,*,invalid
w,o,b,b,l,i,e,r,valid
u,h,j,*,*,*,*,*,invalid
b,a,s,i,l,i,c,a,valid
d,l,u,t,a,p,*,*,invalid
r,e,s,e,t,t,l,e,valid
x,g,n,d,k,a,*,*,invalid
b,i,d,e,*,*,*,*,valid
o,w,a,t,w,*,*,*,invalid
v,a,u,l,t,e,r,*,valid
a,j,m,*,*,*,*,*,invalid
w,w,e,e,j,s,*,*,invalid
i,n,s,e,c,u,r,e,valid
p,a,g,o,d,a,*,*,valid
s,o,u,r,s,*,*,*,valid
q,q,i,n,*,*,*,*,invalid
u,p,r,o,a,r,s,*,valid
s,p,l,i,t,s,*,*,valid
s,a,n,d,a,l,*,*,valid
g,a,r,g,l,e,d,*,valid
s,p,i,k,i,n,g,*,valid
y,x,g,*,*,*,*,*,invalid
b,o,x,e,s,*,*,*,valid
b,i,k,i,n,g,*,*,valid
e,x,a,c,t,e,d,*,valid
r,f,p,j,*,*,*,*,invalid
n,b,l,p,i,m,*,*,invalid
p,m,i,q,*,*,*,*,invalid
h,e,r,o,i,c,s,*,valid
o,o,v,m,*,*,*,*,invalid
k,k,i,w,*,*,*,*,invalid
l,e,a,c,h,*,*,*,valid
a,m,t,p,n,*,*,*,invalid
p,e,r,m,e,a,t,e,valid
s,u,n,n,y,*,*,*,valid
s,x,b,t,d,v,c,*,invalid
d,e,c,l,a,r,e,d,valid
v,c,w,b,*,*,*,*,invalid
a,x,e,*,*,*,*,*,valid
u,w,w,k,m,f,b,*,invalid
f,m,w,*,*,*,*,*,invalid
f,h,b,n,t,*,*,*,invalid
r,m,q,w,w,a,r,*,invalid
y,p,o,p,w,f,o,*,invalid
j,j,x,o,r,b,*,*,invalid
s,f,i,*,*,*,*,*,invalid
a,n,n,e,x,e,d,*,valid
e,d,a,t,*,*,*,*,invalid
g,b,n,g,m,*,*,*,invalid
s,e,f,r,c,*,*,*,invalid
c,k,u,k,h,c,*,*,invalid
u,e,p,r,h,f,l,*,invalid
m,o,c,k,*,*,*,*,valid
t,n,t,s,*,*,*,*,invalid
s,v,u,y,*,*,*,*,invalid
p,i,d,h,q,t,*,*,invalid
b,l,a,z,e,*,*,*,valid
l,e,a,q,*,*,*,*,invalid
d,i,k,j,*,*,*,*,invalid
a,r,e,i,s,*,*,*,invalid
u,m,p,t,e,e,n,*,valid
j,n,n,c,l,*,*,*,invalid
e,v,i,c,t,*,*,*,valid
i,w,n,b,y,v,n,*,invalid
r,g,s,*,*,*,*,*,invalid
s,u,r,g,e,*,*,*,valid
e,b,x,c,q,k,f,*,invalid
f,x,w,s,*,*,*,*,invalid
c,a,s,k,*,*,*,*,valid
s,r,k,h,*,*,*,*,invalid
v,i,k,*,*,*,*,*,invalid
r,i,p,o,s,t,e,*,valid
f,f,y,a,l,*,*,*,invalid
j,s,u,f,*,*,*,*,invalid
s,e,r,m,o,n,s,*,valid
p,l,a,y,a,b,l,e,valid
s,l,e,n,d,e,r,*,valid
l,i,s,l,e,*,*,*,valid
f,g,h,*,*,*,*,*,invalid
s,o,u,s,i,n,g,*,valid
v,x,v,*,*,*,*,*,invalid
b,u,d,d,i,n,g,*,valid
f,i,l,c,h,e,s,*,valid
b,u,z,z,a,r,d,*,valid
s,n,a,t,c,h,*,*,valid
c,j,v,t,q,*,*,*,invalid
c,o,m,v,f,m,*,*,invalid
h,x,p,*,*,*,*,*,invalid
b,w,o,k,*,*,*,*,invalid
d,e,f,a,m,i,n,g,valid
c,o,t,e,*,*,*,*,valid
x,o,j,*,*,*,*,*,invalid
s,a,c,s,*,*,*,*,valid
c,t,p,r,*,*,*,*,invalid
b,i,v,y,s,u,r,*,invalid
t,o,g,a,e,*,*,*,valid
o,k,p,h,*,*,*,*,invalid
x,h,s,o,o,s,b,*,invalid
r,o,c,k,e,t,e,d,valid
s,v,o,h,b,w,*,*,invalid
t,j,e,*,*,*,*,*,invalid
p,e,t,i,t,i,o,n,valid
b,a,r,d,s,*,*,*,valid
l,a,x,e,s,t,*,*,valid
o,v,y,g,o,r,v,*,invalid
b,a,b,i,e,s,*,*,valid
f,l,o,p,p,i,e,s,valid
o,y,u,v,*,*,*,*,invalid
v,e,i,n,*,*,*,*,valid
b,r,a,w,n,i,e,r,valid
e,y,u,y,*,*,*,*,invalid
v,o,u,c,h,*,*,*,valid
p,e,r,h,a,p,s,*,valid
p,a,r,s,e,c,*,*,valid
x,q,k,x,*,*,*,*,invalid
i,s,p,*,*,*,*,*,invalid
u,r,c,t,j,l,*,*,invalid
h,b,t,q,q,t,n,*,invalid
s,t,r,e,t,c,h,y,valid
i,x,b,y,c,h,*,*,invalid
m,i,t,t,s,*,*,*,valid
a,d,u,*,*,*,*,*,invalid
f,a,u,n,s,*,*,*,valid
j,o,l,t,e,d,*,*,valid
c,c,d,*,*,*,*,*,invalid
