char01,char02,char03,char04,char05,char06,char07,char08,Valid
m,i,s,p,l,a,c,e,valid
s,p,d,o,r,n,v,*,invalid
f,q,c,x,h,q,*,*,invalid
b,a,l,k,*,*,*,*,valid
h,r,e,c,y,q,b,*,invalid
j,a,m,b,*,*,*,*,valid
b,e,e,*,*,*,*,*,invalid
n,d,s,q,s,s,*,*,invalid
e,n,f,g,h,k,p,*,invalid
p,a,s,s,e,r,*,*,valid
v,o,l,*,*,*,*,*,invalid
b,i,s,c,u,i,t,*,valid
p,l,a,t,i,n,u,m,valid
c,o,n,s,u,m,e,s,valid
w,x,v,k,*,*,*,*,invalid
a,y,m,l,t,k,*,*,invalid
q,q,m,n,*,*,*,*,invalid
e,x,v,t,*,*,*,*,invalid
s,t,o,p,g,a,p,*,valid
t,o,u,t,e,d,*,*,valid
c,l,a,r,i,n,e,t,valid
h,b,p,l,g,n,*,*,invalid
j,w,m,q,p,*,*,*,invalid
y,s,c,w,v,c,i,*,invalid
o,r,b,h,f,t,p,*,invalid
n,g,d,c,*,*,*,*,invalid
x,w,c,r,*,*,*,*,invalid
s,c,a,m,p,e,r,s,valid
l,n,y,h,p,*,*,*,invalid
j,x,u,r,*,*,*,*,invalid
c,g,q,o,w,n,d,*,invalid
s,p,n,s,p,s,m,*,invalid
p,i,n,f,o,*,*,*,invalid
v,c,y,w,p,*,*,*,invalid
i,j,q,h,w,c,g,*,invalid
l,a,j,v,*,*,*,*,invalid
s,h,o,v,e,l,s,*,valid
i,o,w,d,l,x,*,*,invalid
a,b,l,*,*,*,*,*,invalid
f,p,q,v,*,*,*,*,invalid
a,n,o,n,*,*,*,*,valid
v,e,c,m,b,*,*,*,invalid
w,r,w,j,*,*,*,*,invalid
o,v,e,r,d,o,n,e,valid
n,t,b,*,*,*,*,*,invalid
d,e,a,t,h,b,e,d,valid
t,h,i,c,k,e,t,*,valid
a,l,q,*,*,*,*,*,invalid
b,l,u,e,s,t,*,*,valid
r,e,c,r,u,i,t,*,valid
s,p,u,n,*,*,*,*,valid
g,u,e,s,t,e,d,*,valid
f,l,o,w,e,r,y,*,valid
o,k,u,l,j,*,*,*,invalid
h,a,y,a,p,*,*,*,invalid
r,x,x,f,*,*,*,*,invalid
h,x,x,t,f,*,*,*,invalid
b,r,t,w,q,h,p,*,invalid
h,s,l,d,i,f,*,*,invalid
v,b,u,n,o,t,r,*,invalid
t,w,r,*,*,*,*,*,invalid
r,o,w,e,l,i,n,g,valid
t,a,c,t,*,*,*,*,valid
e,x,c,u,s,e,*,*,valid
e,u,p,h,o,r,i,a,valid
y,s,g,*,*,*,*,*,invalid
b,j,h,e,o,b,*,*,invalid
o,q,a,m,w,e,u,*,invalid
l,w,c,e,m,*,*,*,invalid
t,p,p,i,a,k,m,*,invalid
r,e,i,i,*,*,*,*,invalid
o,m,w,*,*,*,*,*,invalid
s,j,b,x,a,b,*,*,invalid
a,g,u,y,h,v,*,*,invalid
r,e,s,e,t,s,*,*,valid
e,t,l,i,y,w,k,*,invalid
c,x,w,i,h,x,*,*,invalid
r,w,k,*,*,*,*,*,invalid
g,a,l,u,h,n,a,*,invalid
m,s,n,m,f,n,k,*,invalid
t,h,i,e,f,*,*,*,valid
x,q,v,*,*,*,*,*,invalid
x,n,e,q,i,*,*,*,invalid
w,i,l,l,i,n,g,*,valid
r,x,o,b,s,e,c,*,invalid
r,w,y,y,w,d,r,*,invalid
a,s,o,b,u,*,*,*,valid
q,h,x,e,p,u,n,*,invalid
c,o,v,e,r,a,l,l,valid
r,s,o,x,b,*,*,*,invalid
m,x,e,*,*,*,*,*,invalid
m,i,l,s,*,*,*,*,valid
h,o,g,g,e,d,*,*,valid
p,o,s,t,d,o,c,*,valid
g,x,y,w,r,t,*,*,invalid
a,y,e,a,h,b,g,*,invalid
b,k,v,j,t,*,*,*,invalid
e,n,r,a,g,e,*,*,valid
y,n,b,e,a,e,b,*,invalid
e,n,d,*,*,*,*,*,valid
w,f,j,d,q,v,*,*,invalid
o,b,l,i,g,i,n,g,valid
b,l,e,s,s,e,s,*,valid
c,h,h,v,y,p,l,*,invalid
a,f,g,n,u,x,*,*,invalid
o,n,j,v,n,c,k,*,invalid
g,h,e,t,t,o,e,s,valid
x,r,s,j,r,r,m,*,invalid
a,g,e,n,d,a,s,*,valid
q,v,g,m,n,p,*,*,invalid
l,a,n,d,s,*,*,*,valid
t,l,u,v,*,*,*,*,invalid
v,e,n,o,m,*,*,*,valid
t,w,s,g,*,*,*,*,invalid
s,e,x,m,s,r,*,*,invalid
r,q,f,o,e,*,*,*,invalid
v,h,o,h,s,*,*,*,invalid
k,r,p,q,n,*,*,*,invalid
d,o,w,n,w,i,n,d,valid
n,e,u,a,f,*,*,*,invalid
q,f,g,*,*,*,*,*,invalid
f,a,v,o,r,s,*,*,valid
x,s,m,b,*,*,*,*,invalid
w,a,x,d,y,a,*,*,invalid
w,l,v,e,j,*,*,*,invalid
e,n,m,e,s,h,e,s,valid
v,j,o,g,*,*,*,*,invalid
m,w,d,q,p,q,*,*,invalid
e,u,f,v,t,*,*,*,invalid
q,b,u,r,f,a,o,*,invalid
e,d,l,x,c,r,*,*,invalid
n,a,f,v,*,*,*,*,invalid
f,q,p,v,*,*,*,*,invalid
p,o,n,j,n,u,r,*,invalid
a,d,d,u,c,i,n,g,valid
o,y,g,e,*,*,*,*,invalid
w,f,t,r,*,*,*,*,invalid
t,i,y,*,*,*,*,*,invalid
r,r,x,*,*,*,*,*,invalid
t,q,m,h,f,*,*,*,invalid
h,i,l,l,o,c,k,*,valid
h,t,o,w,v,a,*,*,invalid
j,u,i,c,e,s,*,*,valid
y,p,f,*,*,*,*,*,invalid
u,k,w,g,*,*,*,*,invalid
d,e,l,o,*,*,*,*,invalid
d,i,v,e,s,*,*,*,valid
u,e,j,t,e,*,*,*,invalid
s,h,i,e,l,d,*,*,valid
h,f,y,*,*,*,*,*,invalid
c,r,o,o,k,e,d,*,valid
q,w,n,r,n,w,*,*,invalid
x,u,q,m,r,*,*,*,invalid
k,y,v,v,e,r,*,*,invalid
s,u,r,v,i,v,o,r,valid
k,k,p,r,*,*,*,*,invalid
y,r,n,*,*,*,*,*,invalid
i,m,p,u,t,i,n,g,valid
p,e,x,s,a,*,*,*,invalid
v,i,i,q,x,o,*,*,invalid
c,o,p,i,n,g,*,*,valid
c,h,o,p,p,e,r,*,valid
t,r,a,c,k,i,n,g,valid
p,u,e,h,r,o,*,*,invalid
b,a,y,*,*,*,*,*,invalid
o,t,g,d,*,*,*,*,invalid
h,i,c,t,*,*,*,*,invalid
p,o,p,k,c,p,*,*,invalid
n,n,q,a,l,u,*,*,invalid
m,q,w,*,*,*,*,*,invalid
o,x,v,v,m,k,d,*,invalid
w,h,o,o,p,e,e,s,valid
g,i,v,e,n,*,*,*,valid
c,u,r,f,e,w,*,*,valid
a,o,q,s,y,*,*,*,invalid
f,y,d,h,x,f,*,*,invalid
p,o,g,x,s,v,t,*,invalid
e,a,s,e,*,*,*,*,valid
p,k,t,l,j,v,r,*,invalid
g,i,m,m,e,*,*,*,valid
a,g,r,e,e,i,n,g,valid
f,x,p,n,*,*,*,*,invalid
m,o,s,o,*,*,*,*,invalid
d,o,g,g,o,n,e,d,valid
s,k,e,i,n,*,*,*,valid
l,e,a,r,n,i,n,g,valid
l,g,g,*,*,*,*,*,invalid
n,e,r,v,e,s,*,*,valid
p,g,n,v,v,*,*,*,invalid
s,a,n,c,t,u,m,*,valid
x,b,r,*,*,*,*,*,invalid
a,l,e,r,t,i,n,g,valid
p,x,s,g,h,d,*,*,invalid
c,e,r,*,*,*,*,*,invalid
c,a,s,t,o,f,f,*,valid
l,t,h,*,*,*,*,*,invalid
i,m,m,s,y,x,i,*,invalid
p,f,f,i,x,t,*,*,invalid
p,a,w,p,*,*,*,*,invalid
g,y,b,s,n,w,*,*,invalid
u,n,d,e,r,g,o,*,valid
h,y,n,g,m,f,*,*,invalid
l,e,n,i,e,n,c,y,valid
h,r,s,j,p,q,*,*,invalid
u,x,v,w,l,*,*,*,invalid
k,v,p,e,n,y,*,*,invalid
h,o,o,k,y,*,*,*,valid
c,c,r,y,g,y,j,*,invalid
p,r,o,c,u,r,e,s,valid
p,v,x,b,o,c,*,*,invalid
j,e,r,k,i,n,g,*,valid
s,h,o,w,*,*,*,*,valid
t,h,y,m,i,*,*,*,valid
g,o,n,g,i,n,g,*,valid
i,r,a,t,e,*,*,*,valid
s,t,k,l,s,k,*,*,invalid
m,k,f,a,*,*,*,*,invalid
h,e,r,e,w,i,t,h,valid
r,a,v,i,o,l,i,*,valid
w,c,j,k,y,*,*,*,invalid
b,a,l,l,a,s,t,*,valid
s,q,u,a,w,k,e,d,valid
l,v,e,w,t,*,*,*,invalid
s,p,a,n,k,e,d,*,valid
o,h,x,y,m,*,*,*,invalid
m,e,a,s,l,i,e,r,valid
l,a,v,j,s,i,s,*,invalid
l,f,q,w,b,e,*,*,invalid
k,r,x,k,g,p,h,*,invalid
u,i,e,m,j,x,*,*,invalid
f,i,k,m,k,*,*,*,invalid
f,b,m,k,*,*,*,*,invalid
s,t,a,r,d,o,m,*,valid
t,j,t,j,s,t,l,*,invalid
a,s,o,k,o,*,*,*,valid
i,n,f,a,m,i,e,s,valid
d,k,m,f,i,p,*,*,invalid
h,a,n,d,f,u,l,s,valid
h,x,d,*,*,*,*,*,invalid
m,i,g,r,a,n,t,s,valid
c,s,y,e,f,*,*,*,invalid
c,o,i,l,s,*,*,*,valid
t,a,y,*,*,*,*,*,invalid
l,o,c,s,m,m,r,*,invalid
a,n,y,t,h,i,n,g,valid
g,a,r,b,e,d,*,*,valid
h,u,o,r,d,*,*,*,invalid
q,k,m,p,v,*,*,*,invalid
t,d,g,h,*,*,*,*,invalid
r,i,b,b,e,d,*,*,valid
d,y,n,a,m,o,s,*,valid
i,p,f,*,*,*,*,*,invalid
o,i,l,f,i,e,l,d,valid
f,o,r,*,*,*,*,*,valid
n,n,x,*,*,*,*,*,invalid
r,u,t,*,*,*,*,*,invalid
z,e,r,o,e,s,*,*,valid
m,i,g,r,a,n,t,*,valid
d,u,b,s,*,*,*,*,valid
u,p,s,h,o,t,s,*,valid
x,n,i,r,*,*,*,*,invalid
m,i,f,b,s,i,*,*,invalid
s,w,j,t,b,j,d,*,invalid
v,e,n,d,o,r,s,*,valid
s,c,o,t,c,h,s,*,valid
n,g,e,f,*,*,*,*,invalid
h,u,n,k,e,r,e,d,valid
f,o,p,*,*,*,*,*,valid
v,o,i,c,e,s,*,*,valid
p,q,h,e,*,*,*,*,invalid
c,r,u,t,c,h,e,s,valid
q,d,p,e,v,*,*,*,invalid
o,a,b,e,d,k,g,*,invalid
o,r,k,h,u,v,f,*,invalid
i,d,i,o,c,y,*,*,valid
a,e,c,*,*,*,*,*,invalid
e,p,r,f,l,y,t,*,invalid
x,f,r,q,h,*,*,*,invalid
p,l,a,n,e,*,*,*,valid
v,a,c,a,t,i,n,g,valid
b,a,y,*,*,*,*,*,valid
a,k,w,i,*,*,*,*,invalid
n,x,k,t,e,p,t,*,invalid
f,r,i,n,g,e,*,*,valid
w,e,d,s,*,*,*,*,valid
r,e,a,l,e,s,t,*,valid
v,o,g,q,j,d,*,*,invalid
p,q,i,f,*,*,*,*,invalid
g,o,u,g,e,d,*,*,valid
r,a,g,g,e,d,e,r,valid
h,x,c,*,*,*,*,*,invalid
o,y,x,k,s,q,*,*,invalid
t,w,o,a,i,*,*,*,invalid
b,y,v,j,u,b,u,*,invalid
f,w,v,p,y,d,o,*,invalid
f,u,k,y,i,r,*,*,invalid
x,x,x,u,x,m,*,*,invalid
v,h,y,h,f,*,*,*,invalid
b,k,q,b,u,w,p,*,invalid
s,c,o,w,l,e,d,*,valid
w,g,w,j,*,*,*,*,invalid
h,a,k,u,*,*,*,*,valid
g,g,b,q,*,*,*,*,invalid
v,p,e,*,*,*,*,*,invalid
m,e,k,w,n,a,s,*,invalid
x,u,j,n,v,p,x,*,invalid
g,o,i,t,r,e,*,*,valid
b,c,r,b,b,*,*,*,invalid
c,w,j,x,f,*,*,*,invalid
s,r,k,r,l,x,*,*,invalid
q,u,i,v,e,r,s,*,valid
d,i,n,g,e,d,*,*,valid
i,d,e,a,*,*,*,*,valid
b,y,u,w,i,k,*,*,invalid
p,p,j,i,j,x,d,*,invalid
o,u,t,s,t,r,i,p,valid
w,o,m,b,a,t,*,*,valid
n,q,k,q,a,*,*,*,invalid
k,x,n,c,v,f,*,*,invalid
t,i,n,g,l,e,d,*,valid
v,p,a,u,h,u,*,*,invalid
r,l,a,a,x,g,*,*,invalid
w,n,f,g,p,*,*,*,invalid
a,a,b,*,*,*,*,*,invalid
l,q,j,d,*,*,*,*,invalid
r,g,i,a,q,r,*,*,invalid
q,g,w,x,*,*,*,*,invalid
g,j,l,*,*,*,*,*,invalid
c,e,o,*,*,*,*,*,invalid
a,s,o,c,i,a,l,*,valid
u,r,m,h,*,*,*,*,invalid
n,w,s,i,*,*,*,*,invalid
s,t,u,p,o,r,s,*,valid
y,x,y,d,g,x,i,*,invalid
j,j,d,c,s,f,l,*,invalid
g,r,e,e,n,s,*,*,valid
h,u,m,a,n,o,i,d,valid
l,d,r,x,u,j,*,*,invalid
c,o,t,t,o,n,*,*,valid
l,a,d,e,n,*,*,*,valid
g,r,o,v,e,l,e,r,valid
g,t,i,x,*,*,*,*,invalid
c,r,a,w,l,i,n,g,valid
k,v,c,g,i,j,*,*,invalid
m,w,w,u,j,t,*,*,invalid
x,u,s,y,d,i,*,*,invalid
p,y,d,b,*,*,*,*,invalid
m,o,m,m,i,e,s,*,valid
s,h,a,m,m,e,d,*,valid
y,o,b,b,n,x,s,*,invalid
t,x,b,c,j,*,*,*,invalid
x,j,j,y,m,l,o,*,invalid
s,e,n,c,h,i,*,*,valid
c,a,v,i,l,i,n,g,valid
j,k,x,w,v,*,*,*,invalid
o,p,d,c,v,d,c,*,invalid
e,m,i,r,*,*,*,*,valid
o,k,w,b,h,x,y,*,invalid
v,a,f,q,b,f,l,*,invalid
w,s,c,*,*,*,*,*,invalid
s,t,o,n,e,s,*,*,valid
h,o,b,t,j,y,p,*,invalid
s,t,a,r,k,l,y,*,valid
x,s,x,*,*,*,*,*,invalid
y,h,n,d,w,*,*,*,invalid
p,y,a,g,*,*,*,*,invalid
c,h,i,d,e,d,*,*,valid
c,p,j,p,j,m,*,*,invalid
v,a,d,*,*,*,*,*,invalid
j,o,q,y,l,r,*,*,invalid
d,r,e,d,g,e,r,*,valid
v,u,f,r,*,*,*,*,invalid
d,x,j,t,r,c,h,*,invalid
p,o,m,p,o,n,*,*,valid
x,s,w,*,*,*,*,*,invalid
r,g,i,*,*,*,*,*,invalid
k,q,d,h,h,y,*,*,invalid
r,g,h,p,i,o,*,*,invalid
w,i,n,d,o,w,e,d,valid
d,e,a,t,h,*,*,*,valid
p,r,j,q,v,*,*,*,invalid
x,k,d,g,*,*,*,*,invalid
e,a,r,t,h,s,*,*,valid
l,m,f,l,*,*,*,*,invalid
e,c,k,u,i,n,o,*,invalid
u,d,v,d,t,i,f,*,invalid
o,l,y,s,*,*,*,*,invalid
o,g,p,p,s,y,*,*,invalid
f,s,g,t,x,f,*,*,invalid
p,a,r,t,a,k,e,*,valid
j,t,l,s,r,e,*,*,invalid
r,u,i,n,*,*,*,*,valid
w,a,r,e,*,*,*,*,valid
p,r,o,w,l,*,*,*,valid
h,a,y,*,*,*,*,*,valid
r,e,p,l,i,e,s,*,valid
o,h,d,y,*,*,*,*,invalid
l,j,n,s,*,*,*,*,invalid
i,t,j,x,a,*,*,*,invalid
e,p,a,*,*,*,*,*,invalid
c,h,o,k,e,r,*,*,valid
r,g,e,h,a,n,*,*,invalid
f,u,e,l,e,d,*,*,valid
y,c,o,a,m,*,*,*,invalid
d,e,m,a,g,o,g,s,valid
n,o,t,h,i,n,g,s,valid
u,v,o,k,j,x,*,*,invalid
w,s,w,h,*,*,*,*,invalid
o,j,w,*,*,*,*,*,invalid
f,u,j,j,g,*,*,*,invalid
e,a,g,r,a,h,*,*,invalid
o,c,f,*,*,*,*,*,invalid
m,a,d,o,*,*,*,*,valid
u,w,g,n,*,*,*,*,invalid
p,a,r,o,d,y,*,*,valid
w,g,f,*,*,*,*,*,invalid
n,d,k,s,l,n,a,*,invalid
c,s,f,c,x,a,*,*,invalid
w,l,l,a,o,*,*,*,invalid
b,g,i,w,*,*,*,*,invalid
g,u,s,t,i,n,g,*,valid
c,o,l,l,e,g,e,*,valid
r,e,p,*,*,*,*,*,valid
q,r,g,l,k,*,*,*,invalid
l,u,o,b,g,v,*,*,invalid
n,q,w,l,m,x,*,*,invalid
a,s,s,e,n,t,*,*,valid
a,e,n,p,y,v,*,*,invalid
b,a,i,l,i,n,g,*,valid
s,i,l,v,a,n,*,*,valid
i,r,n,u,x,o,r,*,invalid
v,a,s,e,*,*,*,*,valid
j,i,e,v,r,*,*,*,invalid
s,t,a,g,g,e,r,*,valid
l,v,s,k,w,o,x,*,invalid
q,s,k,s,v,i,*,*,invalid
e,x,t,r,e,m,e,*,valid
f,i,b,u,l,a,s,*,valid
p,l,i,n,x,*,*,*,invalid
b,l,u,s,t,e,r,s,valid
z,a,n,i,e,s,t,*,valid
k,g,c,*,*,*,*,*,invalid
a,s,n,s,s,*,*,*,invalid
j,t,n,e,w,s,*,*,invalid
c,l,o,t,h,*,*,*,valid
v,f,v,o,r,t,*,*,invalid
m,t,l,*,*,*,*,*,invalid
r,w,v,s,v,n,p,*,invalid
m,x,t,h,v,o,*,*,invalid
m,e,o,r,y,v,*,*,invalid
p,e,g,f,d,t,s,*,invalid
f,j,q,*,*,*,*,*,invalid
g,o,o,n,s,*,*,*,valid
p,h,o,n,e,m,e,s,valid
b,s,j,*,*,*,*,*,invalid
m,o,p,e,d,s,*,*,valid
p,g,k,o,y,y,*,*,invalid
y,d,h,t,b,d,u,*,invalid
c,o,w,h,i,d,e,*,valid
p,o,s,t,l,u,d,e,valid
i,b,c,r,l,x,h,*,invalid
b,y,m,k,g,v,*,*,invalid
g,e,y,s,e,r,*,*,valid
r,l,d,b,d,*,*,*,invalid
q,q,y,a,g,s,x,*,invalid
s,i,e,g,e,*,*,*,valid
y,q,a,f,p,v,*,*,invalid
p,i,z,z,a,s,*,*,valid
w,p,j,l,q,*,*,*,invalid
j,a,y,w,a,l,k,*,valid
d,u,v,k,t,*,*,*,invalid
l,o,b,b,y,*,*,*,valid
e,n,d,i,v,e,s,*,valid
o,c,g,n,p,*,*,*,invalid
f,s,x,w,*,*,*,*,invalid
h,b,s,y,*,*,*,*,invalid
b,a,i,l,i,f,f,*,valid
c,h,a,o,t,i,c,*,valid
o,r,g,k,b,*,*,*,invalid
t,e,a,z,e,l,s,*,valid
o,l,q,*,*,*,*,*,invalid
l,y,x,e,w,*,*,*,invalid
m,o,t,e,k,q,s,*,invalid
r,x,h,a,*,*,*,*,invalid
e,u,d,k,s,b,*,*,invalid
t,r,a,c,e,s,*,*,valid
p,y,h,*,*,*,*,*,invalid
j,a,r,g,o,n,*,*,valid
r,j,m,q,m,*,*,*,invalid
l,y,s,d,i,k,p,*,invalid
f,l,m,o,w,q,c,*,invalid
l,x,o,b,*,*,*,*,invalid
p,r,e,t,e,e,n,*,valid
h,f,j,y,u,*,*,*,invalid
l,r,o,x,p,f,*,*,invalid
d,r,i,l,l,s,*,*,valid
y,w,l,*,*,*,*,*,invalid
d,u,n,n,i,n,g,*,valid
l,o,v,e,d,*,*,*,valid
p,o,p,u,l,a,r,*,valid
x,a,p,a,d,t,e,*,invalid
c,a,u,s,i,n,g,*,valid
v,c,q,l,s,c,r,*,invalid
s,p,k,o,g,y,x,*,invalid
y,c,f,l,*,*,*,*,invalid
l,o,j,t,*,*,*,*,invalid
u,a,w,*,*,*,*,*,invalid
s,a,f,e,s,*,*,*,valid
p,g,i,i,*,*,*,*,invalid
m,a,s,t,i,f,f,s,valid
k,t,o,r,e,w,x,*,invalid
n,d,f,k,y,q,*,*,invalid
v,e,r,t,e,x,*,*,valid
a,l,t,e,r,s,*,*,valid
a,f,w,s,*,*,*,*,invalid
c,a,r,e,l,e,s,s,valid
b,e,l,t,w,a,y,*,valid
d,a,m,p,e,d,*,*,valid
s,c,f,k,x,*,*,*,invalid
t,d,f,m,r,*,*,*,invalid
p,p,k,p,c,j,c,*,invalid
g,r,y,*,*,*,*,*,invalid
m,a,n,j,*,*,*,*,invalid
g,u,d,f,k,e,*,*,invalid
o,m,p,m,m,s,*,*,invalid
t,l,w,p,r,*,*,*,invalid
u,a,b,c,o,m,v,*,invalid
w,q,n,*,*,*,*,*,invalid
u,m,y,g,r,p,*,*,invalid
e,o,q,m,i,t,p,*,invalid
c,g,u,*,*,*,*,*,invalid
w,p,t,u,*,*,*,*,invalid
y,w,d,f,k,*,*,*,invalid
m,h,d,h,p,*,*,*,invalid
d,b,k,k,x,u,y,*,invalid
s,j,n,x,k,*,*,*,invalid
d,i,g,n,i,f,y,*,valid
i,p,n,u,*,*,*,*,invalid
p,i,g,l,e,t,*,*,valid
q,f,l,i,x,n,*,*,invalid
o,p,e,r,a,t,e,d,valid
h,e,i,s,t,i,n,g,valid
m,a,c,f,j,*,*,*,invalid
v,u,x,h,o,q,p,*,invalid
h,c,x,w,r,*,*,*,invalid
y,m,p,v,v,*,*,*,invalid
d,o,g,g,o,n,e,s,valid
d,y,q,u,j,x,j,*,invalid
i,e,k,u,i,v,o,*,invalid
e,x,i,s,t,e,d,*,valid
u,o,q,m,t,*,*,*,invalid
q,i,n,h,c,*,*,*,invalid
r,o,o,m,e,r,s,*,valid
a,w,y,*,*,*,*,*,invalid
o,d,v,*,*,*,*,*,invalid
s,t,a,k,e,*,*,*,valid
k,g,k,*,*,*,*,*,invalid
g,v,x,*,*,*,*,*,invalid
b,x,n,*,*,*,*,*,invalid
r,d,h,l,*,*,*,*,invalid
i,n,c,i,t,e,d,*,valid
v,r,o,*,*,*,*,*,invalid
s,a,w,m,i,l,l,s,valid
y,v,i,u,*,*,*,*,invalid
o,c,t,a,g,o,n,s,valid
j,c,c,x,h,r,k,*,invalid
s,m,a,c,k,e,r,s,valid
f,a,i,h,u,*,*,*,invalid
c,r,y,s,t,a,l,s,valid
i,m,p,o,r,t,e,r,valid
n,i,h,o,n,g,o,*,valid
o,x,f,o,r,d,s,*,valid
b,r,i,e,f,e,r,*,valid
a,u,t,o,m,a,t,a,valid
r,e,c,a,p,*,*,*,valid
j,g,s,f,*,*,*,*,invalid
p,e,n,u,r,y,*,*,valid
v,l,p,a,o,*,*,*,invalid
m,m,h,b,x,b,y,*,invalid
p,d,t,w,*,*,*,*,invalid
g,o,r,i,n,e,s,s,valid
m,q,m,*,*,*,*,*,invalid
m,b,x,*,*,*,*,*,invalid
d,e,s,p,i,s,e,d,valid
v,i,l,l,a,i,n,y,valid
a,b,r,a,d,e,s,*,valid
w,e,n,c,h,*,*,*,valid
u,j,w,*,*,*,*,*,invalid
n,i,p,p,l,e,s,*,valid
a,b,u,t,t,e,d,*,valid
c,o,d,*,*,*,*,*,valid
c,o,n,c,u,r,*,*,valid
u,n,q,u,o,t,e,s,valid
j,c,k,x,v,a,g,*,invalid
w,i,c,k,*,*,*,*,valid
g,n,v,l,*,*,*,*,invalid
o,u,t,s,h,o,n,e,valid
j,k,g,b,x,c,b,*,invalid
e,n,f,o,r,c,e,*,valid
s,p,r,i,n,g,s,*,valid
t,h,e,o,r,i,z,e,valid
b,p,p,e,*,*,*,*,invalid
x,v,w,k,h,k,t,*,invalid
y,c,x,u,*,*,*,*,invalid
s,t,e,a,m,e,r,*,valid
e,d,g,e,s,*,*,*,valid
q,p,o,o,*,*,*,*,invalid
e,s,t,*,*,*,*,*,invalid
d,e,i,f,y,i,n,g,valid
p,r,e,v,i,e,w,*,valid
s,c,u,r,r,i,e,s,valid
u,o,g,t,u,i,*,*,invalid
o,u,i,*,*,*,*,*,invalid
a,o,e,l,c,d,*,*,invalid
m,e,d,i,a,n,*,*,valid
w,o,r,k,i,n,g,*,valid
q,h,x,g,g,c,*,*,invalid
s,c,u,m,q,e,h,*,invalid
e,f,f,a,c,e,s,*,valid
m,s,g,u,*,*,*,*,invalid
g,e,o,d,e,s,*,*,valid
r,d,u,*,*,*,*,*,invalid
u,n,l,e,a,d,e,d,valid
c,o,m,m,o,n,s,*,valid
n,m,f,*,*,*,*,*,invalid
i,h,u,q,*,*,*,*,invalid
n,e,h,s,*,*,*,*,invalid
v,p,c,r,q,d,y,*,invalid
g,d,j,*,*,*,*,*,invalid
q,y,m,q,e,*,*,*,invalid
j,r,n,u,v,k,n,*,invalid
y,u,u,t,a,g,*,*,invalid
i,n,v,o,i,c,e,*,valid
a,m,p,u,t,e,e,*,valid
v,g,p,h,*,*,*,*,invalid
j,y,l,g,q,m,*,*,invalid
d,e,s,c,r,i,e,d,valid
c,l,e,a,r,i,n,g,valid
s,d,i,*,*,*,*,*,invalid
c,x,d,g,*,*,*,*,invalid
k,o,w,l,s,p,i,*,invalid
h,o,b,b,y,*,*,*,valid
g,d,c,p,w,h,*,*,invalid
i,l,w,i,e,b,*,*,invalid
s,t,a,p,l,i,n,g,valid
a,d,u,l,t,e,r,y,valid
s,v,k,*,*,*,*,*,invalid
y,f,d,*,*,*,*,*,invalid
d,a,n,d,i,e,s,*,valid
n,q,c,*,*,*,*,*,invalid
h,o,o,f,e,d,*,*,valid
p,h,x,h,e,*,*,*,invalid
w,i,d,e,n,e,d,*,valid
s,g,f,v,y,t,*,*,invalid
s,a,m,b,a,i,n,g,valid
r,e,j,g,s,q,y,*,invalid
u,n,s,n,a,p,*,*,valid
f,v,q,g,*,*,*,*,invalid
p,a,r,v,e,n,u,s,valid
j,h,d,w,q,*,*,*,invalid
j,t,y,v,o,c,*,*,invalid
a,l,l,e,g,i,n,g,valid
d,l,c,a,u,e,*,*,invalid
a,w,r,*,*,*,*,*,invalid
s,t,a,l,e,r,*,*,valid
f,a,r,t,e,d,*,*,valid
r,g,g,w,s,*,*,*,invalid
g,s,y,q,g,x,s,*,invalid
a,n,g,e,r,s,*,*,valid
a,w,r,*,*,*,*,*,invalid
x,b,c,n,*,*,*,*,invalid
y,p,w,l,l,e,y,*,invalid
y,y,u,e,e,m,s,*,invalid
w,a,v,d,x,d,*,*,invalid
g,a,f,j,*,*,*,*,invalid
r,i,p,e,l,y,*,*,valid
u,s,j,w,*,*,*,*,invalid
c,o,s,t,i,n,g,*,valid
b,m,m,q,*,*,*,*,invalid
s,n,m,g,*,*,*,*,invalid
d,i,v,e,r,s,e,*,valid
m,i,d,*,*,*,*,*,valid
a,k,w,*,*,*,*,*,invalid
q,x,u,m,c,r,*,*,invalid
m,p,j,t,u,o,m,*,invalid
s,j,n,o,m,x,*,*,invalid
r,i,n,g,w,o,r,m,valid
h,b,g,n,c,*,*,*,invalid
p,o,u,c,h,*,*,*,valid
t,a,l,e,*,*,*,*,valid
x,k,k,n,j,*,*,*,invalid
l,y,c,h,e,e,*,*,valid
h,y,j,e,y,d,*,*,invalid
l,g,a,*,*,*,*,*,invalid
m,a,m,b,o,s,*,*,valid
c,b,w,i,l,*,*,*,invalid
m,v,f,e,y,g,l,*,invalid
y,c,r,*,*,*,*,*,invalid
k,a,k,o,*,*,*,*,valid
m,k,o,*,*,*,*,*,invalid
l,w,y,*,*,*,*,*,invalid
d,w,u,*,*,*,*,*,invalid
s,i,m,*,*,*,*,*,invalid
g,e,j,g,e,d,w,*,invalid
w,e,o,*,*,*,*,*,invalid
a,n,s,*,*,*,*,*,invalid
v,v,h,*,*,*,*,*,invalid
a,x,o,h,*,*,*,*,invalid
b,v,e,q,*,*,*,*,invalid
k,g,d,m,m,e,*,*,invalid
f,l,i,m,f,l,a,m,valid
v,i,l,l,a,i,n,*,valid
